,측정일자,도로변구분,측정소명,미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
534,20230621,중앙차로,강남대로,9,0.0142,0.0222,0.41,0.0027
535,20230621,경계,항동,7,0.0231,0.0071,0.54,0.0034
538,20230621,중앙차로,공항대로,15,0.0175,0.0211,0.35,0.0023
540,20230621,일반도로,시흥대로,13,0.0118,0.0286,0.43,0.0025
541,20230621,전용차로,정릉로,20,0.0162,0.022,0.39,0.0026
543,20230621,전용차로,강변북로,8,0.0188,0.0136,0.39,0.0027
544,20230621,일반도로,청계천로,14,0.0182,0.0158,0.39,0.0032
545,20230621,일반도로,홍릉로,12,0.0189,0.0177,0.36,0.0027
546,20230621,일반도로,영등포로,12,0.017,0.0186,0.39,0.0023
547,20230621,일반도로,종로,10,0.0174,0.0156,0.44,0.003
548,20230621,경계,세곡,11,0.0165,0.0155,0.4,0.0027
549,20230621,일반도로,신촌로,14,0.0154,0.0143,0.37,0.0025
550,20230620,중앙차로,동작대로,36,0.0315,0.0356,0.5,0.0039
551,20230620,경계,세곡,36,0.0334,0.0204,0.44,0.0032
553,20230620,중앙차로,공항대로,46,0.0284,0.0395,0.5,0.0035
554,20230620,일반도로,영등포로,36,0.0311,0.031,0.5,0.0032
556,20230620,일반도로,한강대로,46,0.0384,0.025,0.55,0.0038
557,20230620,일반도로,도산대로,39,0.0313,0.0246,0.58,0.0025
558,20230620,일반도로,천호대로,37,0.0371,0.0251,0.42,0.0028
559,20230620,전용차로,강변북로,33,0.0282,0.0322,0.49,0.0032
560,20230620,경계,항동,27,0.0255,0.0152,0.62,0.0038
561,20230620,중앙차로,강남대로,40,0.0222,0.0358,0.42,0.0031
563,20230620,일반도로,종로,39,0.0252,0.0326,0.65,0.0039
565,20230620,일반도로,시흥대로,39,0.0179,0.0485,0.54,0.0033
566,20230620,전용차로,정릉로,48,0.0265,0.035,0.52,0.0032
568,20230620,경계,행주,38,0.0307,0.0279,0.59,0.0025
569,20230620,일반도로,화랑로,44,0.0219,0.0385,0.55,0.003
570,20230620,일반도로,청계천로,49,0.0266,0.0299,0.62,0.004
571,20230620,일반도로,홍릉로,37,0.0386,0.0256,0.44,0.0038
574,20230620,일반도로,신촌로,38,0.0322,0.0237,0.45,0.0031
576,20230619,전용차로,정릉로,50,0.0473,0.0335,0.51,0.0029
579,20230619,일반도로,화랑로,48,0.0403,0.0383,0.53,0.0028
581,20230619,일반도로,영등포로,46,0.0538,0.035,0.55,0.003
582,20230619,경계,세곡,48,0.0556,0.0185,0.53,0.0032
583,20230619,일반도로,천호대로,43,0.0463,0.0325,0.51,0.0027
584,20230619,일반도로,도산대로,48,0.0475,0.03,0.75,0.0024
585,20230619,중앙차로,강남대로,45,0.0428,0.0389,0.48,0.003
586,20230619,일반도로,시흥대로,49,0.0364,0.0582,0.6,0.0035
588,20230619,일반도로,홍릉로,46,0.0528,0.0269,0.48,0.0033
589,20230619,일반도로,종로,46,0.0471,0.0299,0.61,0.0036
590,20230619,경계,행주,41,0.0637,0.0175,0.57,0.0024
591,20230619,중앙차로,공항대로,48,0.0604,0.0343,0.46,0.0034
592,20230619,전용차로,강변북로,45,0.041,0.0424,0.59,0.003
593,20230619,일반도로,청계천로,57,0.0436,0.0271,0.57,0.0033
594,20230619,경계,항동,38,0.0686,0.0135,0.65,0.0041
595,20230619,일반도로,한강대로,56,0.0648,0.0256,0.59,0.0037
596,20230619,일반도로,신촌로,49,0.0563,0.0269,0.5,0.003
598,20230619,중앙차로,동작대로,46,0.0542,0.038,0.56,0.004
601,20230618,경계,세곡,29,0.0461,0.0158,0.44,0.003
602,20230618,일반도로,청계천로,31,0.0409,0.0145,0.36,0.003
604,20230618,일반도로,화랑로,28,0.0374,0.0203,0.4,0.0025
606,20230618,전용차로,강변북로,28,0.0346,0.0315,0.54,0.0029
608,20230618,전용차로,정릉로,29,0.038,0.0208,0.44,0.0027
609,20230618,일반도로,홍릉로,26,0.0457,0.0176,0.38,0.0031
613,20230618,경계,항동,24,0.0454,0.0077,0.54,0.0039
614,20230618,일반도로,종로,25,0.0409,0.0149,0.44,0.0033
615,20230618,일반도로,한강대로,30,0.0489,0.0166,0.48,0.0036
616,20230618,일반도로,신촌로,31,0.0361,0.022,0.46,0.0029
617,20230618,중앙차로,강남대로,28,0.039,0.0255,0.36,0.003
618,20230618,일반도로,천호대로,26,0.0448,0.0234,0.42,0.0027
619,20230618,일반도로,도산대로,29,0.0428,0.0173,0.67,0.0026
620,20230618,중앙차로,공항대로,26,0.0451,0.0158,0.33,0.0028
621,20230618,경계,행주,24,0.0433,0.0076,0.48,0.0022
622,20230618,일반도로,영등포로,28,0.0416,0.0229,0.46,0.0031
623,20230618,중앙차로,동작대로,30,0.0511,0.0238,0.48,0.0037
624,20230618,일반도로,시흥대로,29,0.0356,0.0274,0.4,0.0031
625,20230617,일반도로,종로,20,0.0391,0.0188,0.44,0.0032
626,20230617,일반도로,청계천로,27,0.0388,0.0211,0.38,0.003
627,20230617,일반도로,신촌로,26,0.0316,0.0344,0.52,0.0029
628,20230617,전용차로,강변북로,25,0.0303,0.0417,0.5,0.0028
629,20230617,중앙차로,공항대로,26,0.0384,0.0276,0.36,0.003
630,20230617,일반도로,홍릉로,24,0.0432,0.0286,0.44,0.003
631,20230617,일반도로,영등포로,24,0.0355,0.0341,0.49,0.0032
633,20230617,중앙차로,강남대로,26,0.0325,0.0363,0.34,0.003
640,20230617,경계,세곡,25,0.0433,0.0228,0.43,0.003
641,20230617,전용차로,정릉로,22,0.0401,0.0261,0.42,0.0026
642,20230617,일반도로,화랑로,25,0.0366,0.0292,0.4,0.0025
643,20230617,일반도로,한강대로,26,0.043,0.0262,0.49,0.0035
644,20230617,일반도로,천호대로,27,0.0446,0.0314,0.43,0.0027
645,20230617,중앙차로,동작대로,28,0.0436,0.0373,0.51,0.0038
646,20230617,경계,항동,17,0.043,0.014,0.51,0.0039
647,20230617,일반도로,시흥대로,28,0.0313,0.0399,0.44,0.0036
648,20230617,경계,행주,20,0.0407,0.0146,0.48,0.0022
649,20230617,일반도로,도산대로,26,0.0373,0.0274,0.62,0.0029
652,20230616,경계,세곡,32,0.0385,0.0239,0.45,0.0029
654,20230616,일반도로,홍릉로,28,0.0393,0.029,0.45,0.0032
655,20230616,경계,행주,22,0.0434,0.0146,0.32,0.0024
659,20230616,중앙차로,공항대로,26,0.0417,0.0267,0.36,0.0029
660,20230616,중앙차로,동작대로,28,0.0382,0.0334,0.48,0.0031
661,20230616,일반도로,도산대로,30,0.0419,0.0207,0.59,0.0026
662,20230616,일반도로,시흥대로,27,0.0359,0.0323,0.41,0.0032
663,20230616,일반도로,영등포로,26,0.0372,0.0312,0.49,0.0029
664,20230616,일반도로,한강대로,36,0.0434,0.0245,0.52,0.0037
665,20230616,일반도로,신촌로,30,0.0313,0.032,0.52,0.003
666,20230616,일반도로,청계천로,34,0.0356,0.0245,0.42,0.0033
667,20230616,전용차로,정릉로,32,0.0363,0.0285,0.45,0.0029
668,20230616,일반도로,천호대로,28,0.0481,0.0253,0.4,0.0026
669,20230616,중앙차로,강남대로,30,0.0333,0.0347,0.38,0.0029
670,20230616,일반도로,종로,25,0.0364,0.0202,0.48,0.0034
671,20230616,일반도로,화랑로,31,0.0348,0.0287,0.43,0.0026
672,20230616,전용차로,강변북로,32,0.0306,0.0402,0.51,0.0029
673,20230616,경계,항동,23,0.0463,0.011,0.53,0.0039
675,20230615,일반도로,신촌로,36,0.0294,0.0308,0.53,0.0028
676,20230615,일반도로,시흥대로,39,0.0298,0.0364,0.47,0.0033
677,20230615,일반도로,한강대로,36,0.0386,0.0274,0.56,0.0034
678,20230615,일반도로,청계천로,36,0.0315,0.0225,0.46,0.0031
679,20230615,일반도로,종로,29,0.0316,0.0176,0.48,0.0031
680,20230615,경계,세곡,37,0.0424,0.0183,0.47,0.0028
681,20230615,경계,행주,33,0.0409,0.0166,0.4,0.0024
682,20230615,전용차로,강변북로,36,0.0293,0.0395,0.55,0.0027
683,20230615,일반도로,화랑로,31,0.033,0.028,0.42,0.0024
685,20230615,중앙차로,공항대로,38,0.0385,0.033,0.43,0.0031
687,20230615,일반도로,천호대로,34,0.0431,0.0296,0.45,0.0024
688,20230615,일반도로,도산대로,40,0.0329,0.026,0.69,0.0025
689,20230615,중앙차로,강남대로,38,0.0299,0.0311,0.42,0.0028
690,20230615,일반도로,홍릉로,29,0.0415,0.0247,0.44,0.003
694,20230615,전용차로,정릉로,32,0.0326,0.0286,0.47,0.0026
695,20230615,경계,항동,34,0.0403,0.0116,0.59,0.0037
696,20230615,일반도로,영등포로,36,0.0292,0.0352,0.54,0.0029
698,20230615,중앙차로,동작대로,36,0.0359,0.0325,0.52,0.0027
701,20230614,일반도로,화랑로,33,0.0341,0.0309,0.44,0.0024
703,20230614,일반도로,영등포로,31,0.0326,0.0281,0.47,0.0025
704,20230614,일반도로,한강대로,39,0.0422,0.0248,0.52,0.0032
705,20230614,일반도로,홍릉로,29,0.0359,0.0266,0.45,0.0028
706,20230614,일반도로,청계천로,36,0.0338,0.0263,0.5,0.0032
707,20230614,경계,세곡,37,0.0387,0.0221,0.47,0.0028
708,20230614,경계,행주,28,0.0463,0.0119,0.37,0.0022
709,20230614,중앙차로,강남대로,36,0.0298,0.0324,0.41,0.0028
710,20230614,일반도로,도산대로,37,0.0364,0.0252,0.66,0.0022
711,20230614,중앙차로,공항대로,34,0.0388,0.0332,0.42,0.0028
713,20230614,일반도로,신촌로,34,0.0338,0.0274,0.49,0.0027
714,20230614,일반도로,시흥대로,42,0.0209,0.0407,0.48,0.0031
715,20230614,일반도로,천호대로,31,0.0434,0.0296,0.44,0.0024
716,20230614,경계,항동,33,0.0444,0.0096,0.56,0.0034
717,20230614,일반도로,종로,27,0.0345,0.0185,0.48,0.003
720,20230614,전용차로,정릉로,36,0.0306,0.0354,0.5,0.0026
721,20230614,중앙차로,동작대로,32,0.0406,0.0334,0.48,0.0025
723,20230614,전용차로,강변북로,34,0.0338,0.0324,0.51,0.0027
725,20230613,일반도로,도산대로,31,0.0431,0.0182,0.57,0.0024
726,20230613,경계,항동,24,0.0475,0.0093,0.53,0.0035
727,20230613,전용차로,정릉로,33,0.0398,0.0272,0.44,0.0027
728,20230613,일반도로,영등포로,27,0.0383,0.0277,0.46,0.0027
732,20230613,일반도로,홍릉로,30,0.0415,0.0276,0.46,0.0032
734,20230613,경계,행주,24,0.0469,0.0122,0.3,0.0021
735,20230613,일반도로,한강대로,36,0.0431,0.0247,0.53,0.0034
738,20230613,경계,세곡,32,0.0425,0.0176,0.45,0.003
739,20230613,일반도로,시흥대로,27,0.0416,0.025,0.38,0.0029
740,20230613,일반도로,청계천로,34,0.0354,0.0251,0.44,0.0034
741,20230613,일반도로,종로,27,0.0364,0.0192,0.45,0.0034
742,20230613,중앙차로,공항대로,30,0.0436,0.0281,0.38,0.0032
743,20230613,일반도로,화랑로,32,0.0382,0.0267,0.42,0.0025
744,20230613,전용차로,강변북로,31,0.0341,0.036,0.5,0.0026
745,20230613,일반도로,신촌로,32,0.0333,0.0295,0.52,0.003
747,20230613,중앙차로,강남대로,32,0.0321,0.0313,0.36,0.0028
748,20230613,중앙차로,동작대로,33,0.0484,0.0281,0.45,0.0026
749,20230613,일반도로,천호대로,30,0.0483,0.0235,0.41,0.0025
753,20230612,일반도로,홍릉로,30,0.0406,0.0292,0.49,0.0032
754,20230612,일반도로,신촌로,36,0.0363,0.0308,0.54,0.003
755,20230612,중앙차로,공항대로,32,0.0482,0.0282,0.42,0.0028
756,20230612,경계,세곡,34,0.0397,0.0198,0.48,0.0029
757,20230612,경계,행주,32,0.0394,0.0218,0.43,0.0025
761,20230612,경계,항동,34,0.0446,0.0111,0.62,0.0037
762,20230612,전용차로,정릉로,35,0.0366,0.0327,0.52,0.0028
763,20230612,전용차로,강변북로,34,0.0308,0.0395,0.57,0.0029
764,20230612,일반도로,천호대로,32,0.0409,0.03,0.46,0.0025
765,20230612,일반도로,도산대로,34,0.0404,0.0257,0.67,0.0027
766,20230612,중앙차로,강남대로,33,0.0288,0.0354,0.42,0.0028
767,20230612,일반도로,화랑로,33,0.03,0.0309,0.48,0.0026
768,20230612,일반도로,한강대로,38,0.0474,0.0248,0.58,0.0035
769,20230612,일반도로,청계천로,36,0.0343,0.0254,0.51,0.0034
770,20230612,중앙차로,동작대로,33,0.0434,0.0346,0.5,0.0027
771,20230612,일반도로,종로,30,0.0334,0.0231,0.52,0.0034
772,20230612,일반도로,시흥대로,34,0.0352,0.0348,0.46,0.0031
773,20230612,일반도로,영등포로,31,0.0398,0.0312,0.51,0.003
775,20230611,경계,행주,22,0.0588,0.0058,0.34,0.0019
776,20230611,중앙차로,동작대로,26,0.0556,0.0193,0.44,0.0023
777,20230611,일반도로,신촌로,25,0.0457,0.0165,0.4,0.0023
779,20230611,일반도로,천호대로,23,0.0515,0.0157,0.37,0.002
780,20230611,일반도로,도산대로,22,0.0505,0.0103,0.56,0.0023
781,20230611,중앙차로,강남대로,23,0.0452,0.019,0.34,0.0024
783,20230611,경계,항동,20,0.0596,0.0047,0.56,0.0032
785,20230611,일반도로,영등포로,23,0.0492,0.0159,0.42,0.0023
786,20230611,일반도로,화랑로,23,0.0459,0.0182,0.4,0.0021
787,20230611,경계,세곡,23,0.0504,0.0082,0.42,0.0027
789,20230611,전용차로,정릉로,22,0.0531,0.016,0.43,0.0023
790,20230611,일반도로,한강대로,24,0.0562,0.0125,0.46,0.0031
792,20230611,전용차로,강변북로,20,0.0453,0.0181,0.49,0.0024
795,20230611,일반도로,청계천로,25,0.0461,0.01,0.33,0.0029
796,20230611,일반도로,종로,22,0.0433,0.0114,0.41,0.0029
797,20230611,중앙차로,공항대로,22,0.0579,0.0152,0.36,0.0023
798,20230611,일반도로,홍릉로,21,0.052,0.0145,0.38,0.0027
799,20230611,일반도로,시흥대로,25,0.038,0.0266,0.45,0.0026
800,20230610,중앙차로,공항대로,35,0.0649,0.0215,0.41,0.0027
802,20230610,전용차로,정릉로,38,0.0502,0.0287,0.51,0.0026
804,20230610,일반도로,종로,36,0.0439,0.0233,0.53,0.0033
807,20230610,일반도로,시흥대로,39,0.0445,0.0371,0.48,0.003
808,20230610,일반도로,홍릉로,36,0.0553,0.0244,0.45,0.0032
809,20230610,경계,항동,29,0.0647,0.0085,0.58,0.0034
810,20230610,일반도로,신촌로,40,0.0502,0.0255,0.52,0.0028
811,20230610,중앙차로,강남대로,35,0.0445,0.0311,0.4,0.0027
812,20230610,일반도로,화랑로,39,0.0425,0.0307,0.49,0.0024
813,20230610,중앙차로,동작대로,37,0.0613,0.0284,0.5,0.0028
814,20230610,일반도로,천호대로,37,0.0535,0.0265,0.45,0.0023
815,20230610,경계,세곡,35,0.0538,0.0163,0.47,0.003
816,20230610,전용차로,강변북로,36,0.044,0.0324,0.56,0.0027
818,20230610,경계,행주,34,0.0642,0.0122,0.35,0.0023
819,20230610,일반도로,청계천로,43,0.0472,0.021,0.46,0.0035
820,20230610,일반도로,한강대로,46,0.0571,0.0244,0.55,0.0033
822,20230610,일반도로,영등포로,36,0.0513,0.0283,0.52,0.0028
823,20230610,일반도로,도산대로,39,0.0513,0.022,0.66,0.0025
825,20230609,일반도로,화랑로,25,0.0409,0.0345,0.46,0.0023
827,20230609,일반도로,종로,25,0.0428,0.0216,0.47,0.0032
828,20230609,중앙차로,동작대로,28,0.0524,0.0325,0.45,0.0025
829,20230609,일반도로,한강대로,36,0.0537,0.0244,0.52,0.0033
831,20230609,일반도로,홍릉로,24,0.0529,0.0269,0.45,0.0032
832,20230609,경계,항동,22,0.0612,0.0094,0.53,0.0032
833,20230609,일반도로,시흥대로,29,0.0392,0.0395,0.45,0.0029
835,20230609,전용차로,정릉로,28,0.0444,0.0337,0.48,0.0026
838,20230609,경계,행주,27,0.0635,0.0132,0.42,0.0023
839,20230609,경계,세곡,27,0.054,0.0134,0.41,0.0028
840,20230609,전용차로,강변북로,27,0.038,0.0373,0.54,0.0029
841,20230609,일반도로,청계천로,30,0.0441,0.0228,0.46,0.0034
842,20230609,중앙차로,강남대로,27,0.0365,0.0286,0.35,0.0026
843,20230609,일반도로,도산대로,27,0.0502,0.0212,0.6,0.0024
844,20230609,일반도로,천호대로,27,0.0524,0.027,0.4,0.0023
845,20230609,중앙차로,공항대로,30,0.0572,0.0285,0.39,0.0028
846,20230609,일반도로,영등포로,34,0.057,0.0393,0.53,0.0029
849,20230609,일반도로,신촌로,31,0.0411,0.0306,0.5,0.0028
851,20230608,일반도로,화랑로,25,0.0323,0.0243,0.39,0.0025
852,20230608,일반도로,홍릉로,22,0.0359,0.0216,0.42,0.0031
853,20230608,일반도로,신촌로,25,0.0288,0.0245,0.48,0.0027
854,20230608,전용차로,정릉로,25,0.0322,0.0268,0.46,0.0027
855,20230608,중앙차로,공항대로,17,0.0426,0.0182,0.33,0.0025
856,20230608,중앙차로,강남대로,22,0.0284,0.0242,0.37,0.0027
857,20230608,중앙차로,동작대로,24,0.036,0.0249,0.44,0.0025
858,20230608,일반도로,도산대로,22,0.0336,0.0182,0.62,0.0024
859,20230608,일반도로,영등포로,21,0.0303,0.0229,0.44,0.0026
860,20230608,일반도로,시흥대로,22,0.0272,0.0286,0.41,0.0028
862,20230608,일반도로,천호대로,24,0.0358,0.0212,0.38,0.0022
863,20230608,경계,세곡,24,0.0391,0.0108,0.39,0.0028
864,20230608,경계,행주,17,0.043,0.014,0.41,0.0022
867,20230608,일반도로,종로,22,0.0284,0.0226,0.5,0.0033
868,20230608,일반도로,청계천로,28,0.0306,0.0219,0.5,0.0035
869,20230608,경계,항동,14,0.0455,0.0069,0.51,0.0032
872,20230608,일반도로,한강대로,32,0.0826,0.0237,0.53,0.0033
873,20230608,전용차로,강변북로,23,0.0255,0.0331,0.54,0.0031
875,20230607,일반도로,시흥대로,35,0.0325,0.0371,0.43,0.0027
876,20230607,일반도로,도산대로,41,0.0417,0.0212,0.79,0.0024
877,20230607,경계,항동,28,0.0541,0.0084,0.51,0.0031
878,20230607,일반도로,천호대로,34,0.0461,0.0221,0.36,0.0021
879,20230607,일반도로,종로,34,0.035,0.0282,0.53,0.0031
882,20230607,전용차로,강변북로,39,0.0353,0.0333,0.51,0.0029
883,20230607,경계,행주,32,0.0525,0.0166,0.42,0.0023
885,20230607,일반도로,청계천로,41,0.0397,0.0222,0.54,0.0035
888,20230607,중앙차로,동작대로,35,0.0461,0.0287,0.44,0.0024
889,20230607,일반도로,화랑로,36,0.0435,0.0253,0.38,0.0022
890,20230607,전용차로,정릉로,40,0.043,0.0311,0.46,0.0025
891,20230607,일반도로,영등포로,35,0.0416,0.0266,0.46,0.0025
892,20230607,중앙차로,공항대로,32,0.0562,0.0186,0.34,0.0024
893,20230607,경계,세곡,41,0.0536,0.0093,0.36,0.0027
894,20230607,일반도로,한강대로,50,0.0551,0.0232,0.52,0.0032
896,20230607,일반도로,신촌로,37,0.0403,0.0236,0.44,0.0026
897,20230607,일반도로,홍릉로,35,0.0474,0.0223,0.39,0.0029
899,20230607,중앙차로,강남대로,34,0.0386,0.0256,0.37,0.0026
900,20230606,일반도로,영등포로,21,0.0456,0.0202,0.36,0.0025
901,20230606,경계,항동,15,0.0529,0.0061,0.41,0.003
903,20230606,전용차로,강변북로,25,0.0412,0.0255,0.42,0.0027
904,20230606,일반도로,홍릉로,22,0.0521,0.0165,0.35,0.0029
905,20230606,일반도로,청계천로,26,0.0454,0.0128,0.29,0.0032
906,20230606,일반도로,종로,20,0.0422,0.0122,0.35,0.0029
907,20230606,중앙차로,강남대로,21,0.0414,0.0178,0.27,0.0027
908,20230606,중앙차로,동작대로,23,0.0555,0.0183,0.36,0.0025
909,20230606,중앙차로,공항대로,23,0.0542,0.016,0.27,0.0025
910,20230606,일반도로,도산대로,21,0.0471,0.0116,0.41,0.0025
912,20230606,경계,행주,18,0.0531,0.0099,0.31,0.0022
913,20230606,경계,세곡,23,0.0457,0.0102,0.3,0.0028
915,20230606,일반도로,한강대로,26,0.0581,0.0177,0.4,0.0033
917,20230606,일반도로,천호대로,22,0.052,0.0165,0.3,0.0023
918,20230606,전용차로,정릉로,21,0.0514,0.0169,0.35,0.0025
920,20230606,일반도로,시흥대로,20,0.0441,0.0181,0.31,0.0027
922,20230606,일반도로,신촌로,27,0.0417,0.0194,0.38,0.0028
923,20230606,일반도로,화랑로,27,0.0462,0.0188,0.3,0.0023
925,20230605,중앙차로,강남대로,33,0.0393,0.0255,0.32,0.0029
926,20230605,일반도로,시흥대로,31,0.0418,0.0251,0.35,0.0029
927,20230605,중앙차로,동작대로,32,0.0522,0.0238,0.4,0.0024
929,20230605,일반도로,영등포로,32,0.0435,0.0266,0.44,0.0028
930,20230605,중앙차로,공항대로,28,0.0483,0.0185,0.31,0.0029
931,20230605,일반도로,한강대로,42,0.0539,0.0223,0.51,0.0035
932,20230605,일반도로,종로,32,0.0377,0.0207,0.45,0.0035
933,20230605,경계,세곡,32,0.0448,0.0125,0.21,0.003
934,20230605,경계,행주,30,0.0487,0.0158,0.37,0.0027
938,20230605,경계,항동,26,0.0535,0.0077,0.45,0.0032
940,20230605,일반도로,도산대로,37,0.045,0.0178,0.48,0.0028
941,20230605,일반도로,천호대로,32,0.0509,0.0198,0.36,0.0026
944,20230605,일반도로,화랑로,36,0.0399,0.0269,0.39,0.0029
945,20230605,전용차로,강변북로,34,0.0405,0.0295,0.47,0.0033
946,20230605,전용차로,정릉로,34,0.0456,0.026,0.43,0.0029
947,20230605,일반도로,홍릉로,35,0.0499,0.0218,0.4,0.0035
948,20230605,일반도로,청계천로,39,0.0406,0.0208,0.44,0.0036
949,20230605,일반도로,신촌로,35,0.0386,0.0263,0.47,0.0031
950,20230604,일반도로,화랑로,38,0.0536,0.02,0.41,0.003
953,20230604,경계,행주,38,0.0644,0.0121,0.43,0.0027
955,20230604,중앙차로,강남대로,36,0.0549,0.0171,0.29,0.003
956,20230604,중앙차로,공항대로,38,0.0671,0.014,0.37,0.0033
957,20230604,일반도로,종로,38,0.0511,0.0168,0.49,0.0036
958,20230604,전용차로,강변북로,44,0.0561,0.0228,0.53,0.0031
959,20230604,일반도로,신촌로,43,0.0538,0.0224,0.5,0.0032
960,20230604,일반도로,도산대로,44,0.0585,0.0129,0.51,0.003
961,20230604,일반도로,영등포로,37,0.0591,0.0218,0.46,0.003
962,20230604,일반도로,청계천로,43,0.0568,0.0131,0.4,0.0039
964,20230604,일반도로,홍릉로,36,0.0648,0.019,0.43,0.0035
965,20230604,경계,항동,35,0.0715,0.0055,0.48,0.0034
969,20230604,중앙차로,동작대로,38,0.069,0.0182,0.45,0.0028
