"측정일자","도로변구분","측정소명","미세먼지(㎍/㎥)","오존(ppm)","이산화질소농도(ppm)","일산화탄소농도(ppm)","아황산가스농도(ppm)"
"20230424","고공","북한산","44","0.049","0.007","0.2","0.003"
"20230424","고공","남산","51","0.045","0.014","0.3","0.004"
"20230424","경계","항동","43","0.046","0.009","0.3","0.003"
"20230424","입체","올림픽공원","51","0.043","0.012","0.4","0.003"
"20230424","입체","마포아트센터","64","0.044","0.014","0.3","0.003"
"20230424","입체","자연사박물관","52","0.045","0.009","0.3","0.003"
"20230424","입체","서울숲","54","0.041","0.014","0.3","0.003"
"20230424","일반도로","신촌로","55","0.033","0.021","0.4","0.003"
"20230424","일반도로","시흥대로","57","0.028","0.035","0.4","0.003"
"20230424","중앙차로","동작대로","51","0.039","0.024","0.4","0.003"
"20230424","일반도로","영등포로","53","0.033","0.025","0.4","0.003"
"20230424","중앙차로","공항대로","56","0.038","0.023","0.3","0.003"
"20230424","일반도로","종로","48","0.031","0.022","0.5","0.003"
"20230424","일반도로","청계천로","51","0.038","0.021","0.4","0.004"
"20230424","일반도로","한강대로","67","0.039","0.023","0.5","0.003"
"20230424","중앙차로","강남대로","61","0.029","0.029","0.4","0.003"
"20230424","일반도로","도산대로","59","0.038","0.015","0.5","0.003"
"20230424","일반도로","천호대로","48","0.032","0.022","0.5","0.004"
"20230424","일반도로","홍릉로","48","0.041","0.02","0.3","0.003"
"20230424","전용차로","정릉로","50","0.036","0.024","0.4","0.003"
"20230424","전용차로","강변북로","52","0.033","0.027","0.4","0.003"
"20230424","일반도로","화랑로","56","0.029","0.033","0.4","0.003"
"20230423","입체","서울숲","72","0.033","0.014","0.3","0.003"
"20230423","일반도로","화랑로","50","0.029","0.021","0.4","0.003"
"20230423","입체","마포아트센터","62","0.036","0.018","0.3","0.003"
"20230423","전용차로","강변북로","58","0.026","0.027","0.4","0.003"
"20230423","경계","행주","50","0.034","0.012","0.5","0.003"
"20230423","경계","항동","45","0.042","0.008","0.3","0.003"
"20230423","입체","자연사박물관","52","0.041","0.01","0.3","0.003"
"20230423","중앙차로","동작대로","56","0.032","0.025","0.5","0.003"
"20230423","일반도로","신촌로","58","0.027","0.023","0.4","0.003"
"20230423","일반도로","영등포로","54","0.029","0.025","0.4","0.003"
"20230423","일반도로","도산대로","62","0.034","0.014","0.5","0.003"
"20230423","고공","관악산","83","0.05","0.006","0.2","0.002"
"20230423","중앙차로","공항대로","56","0.031","0.022","0.4","0.003"
"20230423","일반도로","시흥대로","60","0.024","0.033","0.5","0.003"
"20230423","경계","세곡","59","0.031","0.017","0.3","0.002"
"20230423","일반도로","홍릉로","48","0.034","0.02","0.4","0.003"
"20230423","일반도로","천호대로","55","0.032","0.018","0.3","0.002"
"20230423","일반도로","종로","46","0.029","0.018","0.4","0.003"
"20230423","전용차로","정릉로","48","0.032","0.02","0.4","0.003"
"20230423","일반도로","한강대로","62","0.034","0.022","0.5","0.003"
"20230423","고공","남산","54","0.042","0.011","0.3","0.004"
"20230423","중앙차로","강남대로","61","0.027","0.026","0.3","0.003"
"20230423","입체","올림픽공원","52","0.036","0.011","0.4","0.003"
"20230423","일반도로","청계천로","51","0.033","0.019","0.4","0.003"
"20230423","고공","북한산","42","0.045","0.005","0.2","0.003"
"20230422","입체","서울숲","61","0.043","0.007","0.1","0.003"
"20230422","일반도로","청계천로","54","0.041","0.015","0.3","0.003"
"20230422","일반도로","천호대로","56","0.036","0.019","0.3","0.002"
"20230422","일반도로","도산대로","63","0.043","0.011","0.4","0.003"
"20230422","중앙차로","강남대로","66","0.032","0.025","0.3","0.002"
"20230422","일반도로","한강대로","64","0.039","0.018","0.4","0.003"
"20230422","일반도로","시흥대로","63","0.023","0.039","0.4","0.003"
"20230422","중앙차로","동작대로","58","0.038","0.024","0.4","0.002"
"20230422","일반도로","신촌로","56","0.037","0.016","0.3","0.003"
"20230422","일반도로","영등포로","54","0.039","0.018","0.3","0.002"
"20230422","중앙차로","공항대로","59","0.036","0.021","0.3","0.003"
"20230422","경계","항동","43","0.045","0.008","0.2","0.003"
"20230422","일반도로","홍릉로","43","0.041","0.016","0.3","0.003"
"20230422","고공","남산","54","0.046","0.008","0.2","0.004"
"20230422","고공","북한산","42","0.044","0.004","0.2","0.003"
"20230422","일반도로","종로","49","0.032","0.018","0.4","0.003"
"20230422","고공","관악산","61","0.051","0.004","0.1","0.002"
"20230422","경계","행주","56","0.041","0.008","0.1","0.003"
"20230422","경계","세곡","60","0.031","0.019","0.3","0.002"
"20230422","입체","올림픽공원","54","0.045","0.008","0.2","0.002"
"20230422","입체","마포아트센터","62","0.043","0.011","0.2","0.003"
"20230422","입체","자연사박물관","52","0.045","0.006","0.1","0.003"
"20230422","일반도로","화랑로","58","0.023","0.031","0.4","0.003"
"20230422","전용차로","정릉로","54","0.034","0.021","0.3","0.003"
"20230422","전용차로","강변북로","49","0.042","0.014","0.2","0.003"
"20230421","전용차로","정릉로","50","0.032","0.021","0.4","0.003"
"20230421","중앙차로","공항대로","67","0.028","0.026","0.4","0.003"
"20230421","전용차로","강변북로","53","0.033","0.017","0.5","0.003"
"20230421","일반도로","화랑로","55","0.031","0.026","0.4","0.003"
"20230421","경계","항동","49","0.045","0.006","0.4","0.004"
"20230421","고공","남산","50","0.04","0.01","0.3","0.003"
"20230421","고공","북한산","51","0.043","0.005","0.2","0.003"
"20230421","고공","관악산","50","0.047","0.009","0.2","0.002"
"20230421","경계","행주","55","0.041","0.007","0.2","0.003"
"20230421","경계","세곡","59","0.032","0.02","0.4","0.002"
"20230421","일반도로","한강대로","61","0.036","0.018","0.5","0.003"
"20230421","일반도로","청계천로","49","0.034","0.017","0.4","0.003"
"20230421","일반도로","종로","43","0.031","0.014","0.4","0.003"
"20230421","입체","올림픽공원","51","0.041","0.012","0.4","0.002"
"20230421","입체","마포아트센터","64","0.039","0.013","0.3","0.003"
"20230421","입체","자연사박물관","53","0.04","0.008","0.2","0.003"
"20230421","일반도로","천호대로","49","0.027","0.026","0.4","0.003"
"20230421","입체","서울숲","62","0.041","0.009","0.3","0.003"
"20230421","일반도로","도산대로","59","0.036","0.012","0.6","0.003"
"20230421","중앙차로","강남대로","63","0.026","0.028","0.4","0.002"
"20230421","일반도로","신촌로","56","0.028","0.02","0.4","0.003"
"20230421","일반도로","홍릉로","48","0.035","0.019","0.4","0.003"
"20230421","일반도로","시흥대로","55","0.027","0.028","0.4","0.003"
"20230421","중앙차로","동작대로","47","0.031","0.026","0.4","0.003"
"20230421","일반도로","영등포로","51","0.031","0.02","0.4","0.003"
"20230420","일반도로","청계천로","25","0.031","0.022","0.5","0.003"
"20230420","일반도로","신촌로","27","0.021","0.027","0.5","0.002"
"20230420","입체","올림픽공원","30","0.036","0.017","0.6","0.002"
"20230420","중앙차로","공항대로","22","0.026","0.026","0.4","0.003"
"20230420","입체","마포아트센터","25","0.036","0.018","0.4","0.002"
"20230420","일반도로","영등포로","23","0.024","0.028","0.5","0.002"
"20230420","중앙차로","동작대로","25","0.026","0.028","0.5","0.002"
"20230420","입체","자연사박물관","20","0.038","0.015","0.4","0.003"
"20230420","일반도로","시흥대로","23","0.025","0.026","0.4","0.003"
"20230420","입체","서울숲","25","0.032","0.018","0.5","0.003"
"20230420","중앙차로","강남대로","30","0.025","0.026","0.5","0.002"
"20230420","일반도로","도산대로","31","0.031","0.015","0.6","0.003"
"20230420","일반도로","천호대로","30","0.025","0.026","0.4","0.002"
"20230420","일반도로","한강대로","28","0.032","0.026","0.5","0.003"
"20230420","일반도로","종로","21","0.029","0.019","0.5","0.003"
"20230420","경계","세곡","32","0.031","0.018","0.5","0.002"
"20230420","경계","행주","20","0.038","0.013","0.3","0.002"
"20230420","고공","관악산","9","0.054","0.006","0.2","0.002"
"20230420","고공","북한산","14","0.041","0.007","0.3","0.002"
"20230420","고공","남산","19","0.038","0.013","0.3","0.003"
"20230420","일반도로","화랑로","23","0.029","0.024","0.4","0.003"
"20230420","경계","항동","17","0.042","0.009","0.6","0.003"
"20230420","전용차로","강변북로","27","0.021","0.034","0.7","0.003"
"20230420","전용차로","정릉로","24","0.021","0.029","0.5","0.003"
"20230420","일반도로","홍릉로","25","0.027","0.025","0.5","0.003"
"20230419","입체","서울숲","38","0.039","0.018","0.5","0.003"
"20230419","경계","세곡","35","0.037","0.019","0.4","0.002"
"20230419","일반도로","종로","34","0.03","0.026","0.6","0.003"
"20230419","전용차로","강변북로","37","0.029","0.034","0.7","0.003"
"20230419","고공","관악산","31","0.062","0.008","0.3","0.002"
"20230419","고공","북한산","30","0.044","0.01","0.4","0.002"
"20230419","고공","남산","35","0.046","0.016","0.4","0.003"
"20230419","일반도로","시흥대로","42","0.025","0.04","0.6","0.003"
"20230419","일반도로","화랑로","33","0.028","0.033","0.5","0.003"
"20230419","중앙차로","동작대로","33","0.035","0.033","0.5","0.003"
"20230419","일반도로","영등포로","38","0.03","0.033","0.5","0.003"
"20230419","중앙차로","공항대로","40","0.033","0.032","0.5","0.003"
"20230419","전용차로","정릉로","34","0.03","0.032","0.5","0.003"
"20230419","일반도로","홍릉로","35","0.035","0.028","0.5","0.003"
"20230419","경계","항동","33","0.042","0.013","0.6","0.003"
"20230419","경계","행주","40","0.04","0.019","0.4","0.003"
"20230419","일반도로","청계천로","37","0.035","0.027","0.6","0.003"
"20230419","중앙차로","강남대로","43","0.026","0.031","0.7","0.003"
"20230419","일반도로","도산대로","42","0.036","0.017","0.7","0.003"
"20230419","일반도로","신촌로","40","0.031","0.027","0.5","0.003"
"20230419","입체","올림픽공원","33","0.04","0.016","0.6","0.002"
"20230419","입체","마포아트센터","45","0.043","0.021","0.4","0.003"
"20230419","일반도로","한강대로","46","0.037","0.027","0.6","0.002"
"20230419","입체","자연사박물관","34","0.046","0.016","0.3","0.003"
"20230419","일반도로","천호대로","32","0.032","0.027","0.5","0.003"
"20230418","고공","남산","19","0.039","0.015","0.4","0.003"
"20230418","일반도로","시흥대로","53","0.017","0.043","0.6","0.003"
"20230418","전용차로","강변북로","42","0.029","0.024","0.6","0.003"
"20230418","전용차로","정릉로","48","0.027","0.029","0.5","0.003"
"20230418","경계","세곡","45","0.031","0.018","0.4","0.002"
"20230418","일반도로","홍릉로","44","0.034","0.024","0.4","0.003"
"20230418","경계","행주","46","0.033","0.021","0.4","0.003"
"20230418","고공","관악산","39","0.049","0.009","0.2","0.002"
"20230418","고공","북한산","35","0.036","0.01","0.4","0.003"
"20230418","일반도로","청계천로","49","0.03","0.025","0.6","0.003"
"20230418","중앙차로","동작대로","43","0.029","0.03","0.5","0.002"
"20230418","입체","올림픽공원","39","0.039","0.013","0.6","0.002"
"20230418","입체","마포아트센터","49","0.037","0.02","0.4","0.003"
"20230418","입체","자연사박물관","41","0.039","0.015","0.4","0.003"
"20230418","일반도로","종로","45","0.024","0.028","0.6","0.003"
"20230418","중앙차로","공항대로","51","0.03","0.03","0.5","0.003"
"20230418","일반도로","한강대로","53","0.032","0.023","0.6","0.003"
"20230418","경계","항동","36","0.035","0.013","0.5","0.003"
"20230418","일반도로","천호대로","43","0.029","0.024","0.4","0.002"
"20230418","일반도로","영등포로","47","0.027","0.029","0.5","0.002"
"20230418","입체","서울숲","42","0.035","0.017","0.5","0.003"
"20230418","일반도로","도산대로","48","0.032","0.015","0.7","0.003"
"20230418","중앙차로","강남대로","45","0.025","0.028","0.7","0.003"
"20230418","일반도로","신촌로","47","0.031","0.02","0.4","0.002"
"20230418","일반도로","화랑로","49","0.024","0.034","0.5","0.002"
"20230417","일반도로","신촌로","110","0.03","0.03","0.5","0.003"
"20230417","일반도로","한강대로","117","0.037","0.028","0.6","0.005"
"20230417","일반도로","청계천로","102","0.034","0.029","0.5","0.004"
"20230417","입체","올림픽공원","99","0.042","0.019","0.6","0.003"
"20230417","경계","항동","80","0.04","0.013","0.4","0.004"
"20230417","입체","마포아트센터","120","0.042","0.024","0.4","0.004"
"20230417","고공","남산","107","0.047","0.018","0.4","0.004"
"20230417","입체","자연사박물관","99","0.042","0.019","0.3","0.004"
"20230417","고공","북한산","93","0.043","0.014","0.4","0.003"
"20230417","고공","관악산","101","0.059","0.01","0.2","0.003"
"20230417","경계","행주","95","0.036","0.024","0.4","0.004"
"20230417","경계","세곡","102","0.019","0.027","0.6","0.003"
"20230417","입체","서울숲","103","0.039","0.022","0.7","0.004"
"20230417","일반도로","홍릉로","99","0.033","0.03","0.5","0.003"
"20230417","전용차로","정릉로","101","0.029","0.037","0.5","0.003"
"20230417","일반도로","종로","91","0.03","0.027","0.5","0.004"
"20230417","전용차로","강변북로","108","0.03","0.037","0.6","0.004"
"20230417","일반도로","화랑로","105","0.028","0.037","0.5","0.003"
"20230417","중앙차로","강남대로","112","0.028","0.035","0.6","0.004"
"20230417","일반도로","도산대로","111","0.039","0.019","0.7","0.003"
"20230417","일반도로","천호대로","102","0.034","0.031","0.5","0.003"
"20230417","일반도로","시흥대로","106","0.027","0.042","0.5","0.004"
"20230417","중앙차로","동작대로","92","0.036","0.035","0.5","0.003"
"20230417","일반도로","영등포로","99","0.033","0.032","0.5","0.003"
"20230417","중앙차로","공항대로","102","0.036","0.03","0.4","0.003"
"20230416","입체","마포아트센터","129","0.041","0.017","0.4","0.003"
"20230416","전용차로","정릉로","105","0.034","0.022","0.5","0.002"
"20230416","일반도로","홍릉로","102","0.034","0.02","0.4","0.003"
"20230416","입체","올림픽공원","107","0.042","0.012","0.5","0.002"
"20230416","중앙차로","공항대로","104","0.039","0.019","0.4","0.003"
"20230416","일반도로","종로","94","0.033","0.016","0.5","0.003"
"20230416","일반도로","영등포로","102","0.034","0.021","0.5","0.003"
"20230416","일반도로","시흥대로","106","0.034","0.023","0.4","0.003"
"20230416","고공","북한산","105","0.04","0.009","0.4","0.002"
"20230416","고공","남산","108","0.043","0.013","0.4","0.003"
"20230416","경계","항동","92","0.044","0.007","0.4","0.003"
"20230416","중앙차로","동작대로","93","0.039","0.021","0.5","0.003"
"20230416","일반도로","신촌로","114","0.031","0.021","0.5","0.003"
"20230416","일반도로","천호대로","105","0.037","0.018","0.4","0.002"
"20230416","일반도로","도산대로","119","0.039","0.011","0.6","0.003"
"20230416","중앙차로","강남대로","119","0.032","0.021","0.6","0.003"
"20230416","일반도로","한강대로","125","0.039","0.016","0.5","0.004"
"20230416","일반도로","청계천로","105","0.039","0.016","0.4","0.003"
"20230416","경계","세곡","107","0.019","0.016","0.6","0.003"
"20230416","경계","행주","97","0.041","0.012","0.3","0.003"
"20230416","일반도로","화랑로","107","0.036","0.021","0.4","0.002"
"20230416","전용차로","강변북로","117","0.033","0.023","0.6","0.003"
"20230416","고공","관악산","135","0.053","0.007","0.2","0.002"
"20230416","입체","서울숲","113","0.04","0.013","0.9","0.003"
"20230416","입체","자연사박물관","107","0.04","0.015","0.4","0.003"
"20230415","고공","남산","55","0.04","0.015","0.3","0.003"
"20230415","고공","북한산","49","0.043","0.009","0.3","0.003"
"20230415","고공","관악산","58","0.057","0.007","0.2","0.002"
"20230415","일반도로","화랑로","59","0.019","0.032","0.5","0.003"
"20230415","전용차로","강변북로","61","0.02","0.037","0.6","0.003"
"20230415","경계","행주","57","0.033","0.014","0.4","0.003"
"20230415","중앙차로","동작대로","56","0.027","0.032","0.6","0.003"
"20230415","일반도로","시흥대로","58","0.026","0.031","0.4","0.003"
"20230415","전용차로","정릉로","59","0.023","0.03","0.5","0.003"
"20230415","일반도로","홍릉로","62","0.022","0.03","0.5","0.003"
"20230415","경계","세곡","56","0.018","0.025","0.7","0.003"
"20230415","일반도로","도산대로","68","0.03","0.018","0.7","0.003"
"20230415","중앙차로","강남대로","58","0.021","0.031","0.7","0.003"
"20230415","입체","서울숲","58","0.03","0.023","0.8","0.003"
"20230415","일반도로","신촌로","68","0.019","0.031","0.6","0.003"
"20230415","중앙차로","공항대로","62","0.024","0.03","0.4","0.003"
"20230415","입체","자연사박물관","55","0.034","0.019","0.4","0.003"
"20230415","일반도로","종로","52","0.028","0.021","0.5","0.003"
"20230415","입체","올림픽공원","54","0.026","0.022","0.5","0.002"
"20230415","일반도로","영등포로","60","0.021","0.033","0.5","0.003"
"20230415","일반도로","청계천로","59","0.032","0.022","0.4","0.003"
"20230415","입체","마포아트센터","69","0.03","0.025","0.4","0.003"
"20230415","경계","항동","44","0.034","0.011","0.5","0.003"
"20230415","일반도로","한강대로","68","0.028","0.028","0.6","0.004"
"20230415","일반도로","천호대로","61","0.021","0.032","0.5","0.003"
"20230414","경계","항동","75","0.038","0.016","0.4","0.004"
"20230414","일반도로","천호대로","98","0.02","0.041","0.6","0.003"
"20230414","일반도로","청계천로","99","0.028","0.035","0.6","0.004"
"20230414","일반도로","한강대로","104","0.033","0.034","0.6","0.005"
"20230414","일반도로","도산대로","105","0.029","0.027","0.7","0.003"
"20230414","중앙차로","강남대로","102","0.022","0.043","0.7","0.004"
"20230414","입체","올림픽공원","92","0.029","0.029","0.6","0.003"
"20230414","고공","남산","89","0.047","0.019","0.4","0.005"
"20230414","고공","북한산","79","0.043","0.014","0.4","0.003"
"20230414","고공","관악산","75","0.063","0.009","0.2","0.003"
"20230414","일반도로","시흥대로","95","0.027","0.044","0.5","0.004"
"20230414","경계","행주","90","0.034","0.027","0.3","0.004"
"20230414","경계","세곡","92","0.019","0.034","0.7","0.004"
"20230414","중앙차로","공항대로","106","0.033","0.035","0.4","0.004"
"20230414","일반도로","신촌로","100","0.026","0.035","0.5","0.004"
"20230414","입체","마포아트센터","104","0.04","0.027","0.4","0.004"
"20230414","입체","자연사박물관","87","0.042","0.021","0.4","0.004"
"20230414","일반도로","화랑로","108","0.02","0.042","0.6","0.004"
"20230414","전용차로","강변북로","99","0.023","0.041","0.6","0.004"
"20230414","입체","서울숲","99","0.029","0.035","0.6","0.004"
"20230414","일반도로","영등포로","96","0.029","0.035","0.5","0.004"
"20230414","중앙차로","동작대로","85","0.026","0.043","0.6","0.004"
"20230414","전용차로","정릉로","99","0.02","0.042","0.6","0.004"
"20230414","일반도로","홍릉로","97","0.021","0.042","0.5","0.004"
"20230414","일반도로","종로","82","0.027","0.031","0.6","0.004"
"20230413","입체","올림픽공원","184","0.023","0.026","0.4","0.003"
"20230413","경계","세곡","200","0.014","0.031","0.6","0.004"
"20230413","경계","행주","187","0.023","0.03","0.3","0.004"
"20230413","고공","관악산","205","0.054","0.007","0.1","0.003"
"20230413","고공","북한산","187","0.028","0.017","0.3","0.003"
"20230413","고공","남산","209","0.03","0.025","0.4","0.005"
"20230413","경계","항동","138","0.028","0.016","0.4","0.004"
"20230413","일반도로","화랑로","198","0.014","0.039","0.5","0.003"
"20230413","전용차로","강변북로","204","0.013","0.046","0.5","0.004"
"20230413","전용차로","정릉로","186","0.014","0.039","0.5","0.003"
"20230413","일반도로","홍릉로","180","0.017","0.037","0.5","0.004"
"20230413","중앙차로","강남대로","212","0.015","0.042","0.6","0.004"
"20230413","일반도로","도산대로","224","0.022","0.025","0.6","0.003"
"20230413","일반도로","천호대로","194","0.018","0.037","0.5","0.003"
"20230413","입체","마포아트센터","242","0.025","0.032","0.4","0.004"
"20230413","입체","자연사박물관","196","0.024","0.028","0.4","0.004"
"20230413","입체","서울숲","195","0.021","0.032","0.5","0.004"
"20230413","일반도로","시흥대로","192","0.018","0.046","0.5","0.004"
"20230413","중앙차로","동작대로","171","0.019","0.039","0.5","0.003"
"20230413","일반도로","영등포로","194","0.017","0.04","0.5","0.004"
"20230413","중앙차로","공항대로","205","0.021","0.037","0.4","0.004"
"20230413","일반도로","신촌로","204","0.016","0.034","0.5","0.003"
"20230413","일반도로","종로","164","0.019","0.031","0.5","0.004"
"20230413","일반도로","청계천로","197","0.019","0.036","0.5","0.004"
"20230413","일반도로","한강대로","226","0.021","0.034","0.6","0.005"
"20230412","입체","마포아트센터","354","0.03","0.024","0.4","0.003"
"20230412","일반도로","화랑로","259","0.021","0.03","0.4","0.002"
"20230412","입체","서울숲","265","0.029","0.02","0.4","0.003"
"20230412","일반도로","홍릉로","240","0.023","0.028","0.4","0.003"
"20230412","전용차로","정릉로","251","0.024","0.029","0.4","0.003"
"20230412","일반도로","종로","225","0.026","0.021","0.4","0.003"
"20230412","경계","행주","236","0.028","0.02","0.2","0.003"
"20230412","일반도로","천호대로","266","0.026","0.026","0.4","0.002"
"20230412","고공","관악산","321","0.049","0.005","0.1","0.002"
"20230412","일반도로","신촌로","272","0.016","0.032","0.5","0.003"
"20230412","중앙차로","동작대로","226","0.027","0.03","0.4","0.003"
"20230412","경계","항동","197","0.029","0.013","0.3","0.003"
"20230412","고공","남산","304","0.037","0.015","0.3","0.004"
"20230412","일반도로","영등포로","250","0.021","0.034","0.5","0.003"
"20230412","고공","북한산","252","0.038","0.006","0.1","0.002"
"20230412","경계","세곡","301","0.021","0.023","0.4","0.003"
"20230412","입체","올림픽공원","271","0.03","0.015","0.3","0.003"
"20230412","일반도로","시흥대로","245","0.024","0.03","0.4","0.003"
"20230412","전용차로","강변북로","301","0.023","0.034","0.4","0.003"
"20230412","일반도로","한강대로","339","0.025","0.027","0.5","0.004"
"20230412","입체","자연사박물관","310","0.03","0.018","0.4","0.003"
"20230412","중앙차로","공항대로","261","0.024","0.03","0.4","0.003"
"20230412","일반도로","도산대로","323","0.027","0.02","0.5","0.003"
"20230412","중앙차로","강남대로","309","0.022","0.031","0.4","0.003"
"20230412","일반도로","청계천로","264","0.027","0.024","0.4","0.003"
"20230411","일반도로","신촌로","52","0.027","0.025","0.4","0.003"
"20230411","일반도로","화랑로","43","0.029","0.027","0.3","0.003"
"20230411","입체","서울숲","82","0.035","0.019","0.5","0.003"
"20230411","고공","남산","44","0.043","0.013","0.4","0.004"
"20230411","일반도로","영등포로","46","0.028","0.027","0.4","0.003"
"20230411","일반도로","한강대로","56","0.037","0.019","0.5","0.004"
"20230411","일반도로","청계천로","48","0.032","0.024","0.4","0.003"
"20230411","일반도로","종로","43","0.029","0.022","0.4","0.003"
"20230411","경계","항동","40","0.04","0.009","0.5","0.003"
"20230411","일반도로","홍릉로","45","0.029","0.024","0.4","0.003"
"20230411","중앙차로","동작대로","44","0.036","0.025","0.4","0.003"
"20230411","고공","관악산","65","0.053","0.007","0.1","0.002"
"20230411","전용차로","정릉로","45","0.027","0.03","0.5","0.003"
"20230411","고공","북한산","47","0.045","0.011","0.1","0.003"
"20230411","일반도로","천호대로","45","0.033","0.023","0.3","0.002"
"20230411","경계","세곡","48","0.035","0.016","0.5","0.003"
"20230411","경계","행주","45","0.037","0.015","0.3","0.003"
"20230411","일반도로","시흥대로","45","0.031","0.024","0.3","0.003"
"20230411","일반도로","도산대로","55","0.036","0.014","0.5","0.003"
"20230411","입체","올림픽공원","46","0.047","0.015","0.6","0.003"
"20230411","입체","마포아트센터","102","0.041","0.018","0.5","0.003"
"20230411","전용차로","강변북로","53","0.029","0.03","0.5","0.003"
"20230411","중앙차로","강남대로","58","0.032","0.024","0.5","0.003"
"20230411","중앙차로","공항대로","46","0.035","0.021","0.3","0.003"
"20230411","입체","자연사박물관","49","0.039","0.016","0.4","0.003"
"20230410","일반도로","영등포로","48","0.034","0.035","0.5","0.003"
"20230410","전용차로","정릉로","47","0.03","0.038","0.6","0.003"
"20230410","일반도로","종로","41","0.033","0.026","0.5","0.003"
"20230410","경계","항동","38","0.045","0.012","0.4","0.003"
"20230410","입체","서울숲","54","0.043","0.024","0.5","0.004"
"20230410","입체","자연사박물관","44","0.05","0.016","0.5","0.004"
"20230410","일반도로","청계천로","50","0.033","0.031","0.6","0.004"
"20230410","고공","북한산","41","0.05","0.013","0.1","0.003"
"20230410","일반도로","신촌로","50","0.035","0.029","0.5","0.003"
"20230410","일반도로","한강대로","67","0.036","0.034","0.6","0.004"
"20230410","고공","남산","45","0.054","0.015","0.5","0.004"
"20230410","입체","마포아트센터","53","0.051","0.022","0.5","0.003"
"20230410","입체","올림픽공원","46","0.05","0.022","0.7","0.003"
"20230410","일반도로","시흥대로","47","0.036","0.035","0.4","0.003"
"20230410","일반도로","홍릉로","48","0.032","0.032","0.5","0.003"
"20230410","중앙차로","강남대로","54","0.033","0.031","0.6","0.003"
"20230410","고공","관악산","47","0.065","0.007","0.1","0.003"
"20230410","일반도로","도산대로","53","0.043","0.019","0.6","0.003"
"20230410","경계","행주","45","0.041","0.023","0.2","0.003"
"20230410","중앙차로","공항대로","46","0.044","0.025","0.2","0.003"
"20230410","중앙차로","동작대로","45","0.041","0.033","0.5","0.003"
"20230410","경계","세곡","48","0.035","0.024","0.5","0.003"
"20230410","일반도로","천호대로","47","0.032","0.033","0.5","0.003"
"20230410","전용차로","강변북로","52","0.032","0.037","0.5","0.003"
"20230410","일반도로","화랑로","47","0.03","0.035","0.5","0.003"
"20230409","중앙차로","동작대로","55","0.04","0.022","0.5","0.003"
"20230409","일반도로","시흥대로","63","0.033","0.024","0.5","0.003"
"20230409","일반도로","신촌로","70","0.032","0.021","0.5","0.003"
"20230409","일반도로","종로","51","0.031","0.021","0.5","0.004"
"20230409","중앙차로","강남대로","69","0.032","0.024","0.5","0.004"
"20230409","일반도로","도산대로","74","0.04","0.013","0.6","0.003"
"20230409","입체","서울숲","69","0.039","0.016","0.5","0.004"
"20230409","입체","자연사박물관","63","0.037","0.019","0.5","0.004"
"20230409","일반도로","홍릉로","58","0.033","0.021","0.4","0.003"
"20230409","전용차로","정릉로","58","0.032","0.026","0.5","0.003"
"20230409","일반도로","화랑로","55","0.032","0.023","0.4","0.003"
"20230409","전용차로","강변북로","69","0.032","0.025","0.5","0.003"
"20230409","입체","마포아트센터","70","0.043","0.018","0.5","0.004"
"20230409","입체","올림픽공원","61","0.049","0.014","0.7","0.003"
"20230409","일반도로","청계천로","55","0.035","0.021","0.4","0.004"
"20230409","일반도로","한강대로","78","0.036","0.021","0.6","0.005"
"20230409","일반도로","천호대로","61","0.036","0.021","0.4","0.003"
"20230409","경계","항동","52","0.04","0.009","0.5","0.003"
"20230409","고공","남산","66","0.044","0.013","0.6","0.005"
"20230409","고공","북한산","55","0.041","0.011","0.1","0.003"
"20230409","경계","세곡","65","0.03","0.021","0.6","0.004"
"20230409","고공","관악산","65","0.059","0.006","0.1","0.003"
"20230409","경계","행주","61","0.033","0.018","0.4","0.004"
"20230409","중앙차로","공항대로","62","0.037","0.02","0.1","0.003"
"20230409","일반도로","영등포로","63","0.033","0.024","0.5","0.003"
"20230408","입체","서울숲","46","0.037","0.015","0.3","0.003"
"20230408","입체","올림픽공원","38","0.047","0.013","0.6","0.003"
"20230408","중앙차로","동작대로","35","0.036","0.022","0.4","0.002"
"20230408","일반도로","화랑로","37","0.027","0.024","0.4","0.003"
"20230408","경계","세곡","41","0.029","0.021","0.4","0.003"
"20230408","일반도로","시흥대로","39","0.03","0.023","0.3","0.003"
"20230408","전용차로","강변북로","47","0.028","0.028","0.4","0.003"
"20230408","경계","행주","36","0.034","0.015","0.2","0.003"
"20230408","중앙차로","강남대로","47","0.03","0.023","0.4","0.003"
"20230408","입체","마포아트센터","43","0.04","0.017","0.4","0.003"
"20230408","고공","관악산","43","0.048","0.006","0.1","0.002"
"20230408","일반도로","홍릉로","34","0.03","0.02","0.4","0.003"
"20230408","일반도로","도산대로","45","0.036","0.013","0.5","0.003"
"20230408","고공","북한산","36","0.044","0.006","0","0.003"
"20230408","고공","남산","39","0.04","0.012","0.5","0.004"
"20230408","경계","항동","33","0.038","0.009","0.3","0.003"
"20230408","일반도로","천호대로","38","0.033","0.021","0.3","0.002"
"20230408","일반도로","신촌로","47","0.026","0.023","0.4","0.003"
"20230408","일반도로","한강대로","51","0.033","0.02","0.5","0.004"
"20230408","일반도로","청계천로","38","0.035","0.018","0.3","0.003"
"20230408","일반도로","종로","33","0.031","0.016","0.4","0.003"
"20230408","전용차로","정릉로","36","0.031","0.023","0.4","0.003"
