"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"202307121500","노원구","0.0168","0.0651","0.38","0.0022","24","22"
"202307121500","도봉구","0.0084","0.0701","0.31","0.0023","19","16"
"202307121500","서초구","0.018","0.0669","0.34","0.0027","27","20"
"202307121500","관악구","0.0114","0.0748","0.32","0.0028","28","21"
"202307121500","구로구","0.0076","0.0632","0.23","0.0021","14","15"
"202307121500","중랑구","0.02","0.0536","0.33","0.0026","28","23"
"202307121500","서대문구","0.0153","0.0733","0.31","0.0026","27","19"
"202307121500","동대문구","0.0146","0.0723","0.39","0.0034","32","21"
"202307121500","송파구","0.0166","0.0737","0.34","0.0023","26","22"
"202307121500","마포구","0.0194","0.0697","0.35","0.0028","31","26"
"202307121500","강서구","0.0176","0.0554","0.35","0.0028","25","12"
"202307121500","금천구","0.012","0.0629","0.32","0.0025","32","28"
"202307121500","용산구","0.0177","0.0778","0.38","0.0032","24","21"
"202307121500","동작구","0.0089","0.0819","0.25","0.0025","27","23"
"202307121500","은평구","0.0126","0.0574","0.43","0.0025","28","24"
"202307121500","종로구","0.0195","0.0684","0.44","0.0028","26","20"
"202307121500","성동구","0.018","0.0712","0.33","0.0031","29","25"
"202307121500","강북구","0.0081","0.0766","0.34","0.0023","32","22"
"202307121500","강동구","0.0146","0.0522","0.32","0.0028","25","17"
"202307121500","양천구","0.0156","0.0627","0.37","0.0026","28","21"
"202307121500","강남구","0.0171","0.0674","0.31","0.0026","27","21"
"202307121500","성북구","0.0163","0.0684","0.39","0.0028","","23"
"202307121500","광진구","0.0119","0.0675","0.23","0.0025","",""
"202307121500","영등포구","0.0233","0.061","0.4","0.0027","28","23"
"202307121500","중구","0.018","0.0661","0.34","0.0028","23","23"
"202307121400","영등포구","0.0204","0.0627","0.37","0.0029","27","17"
"202307121400","마포구","0.0161","0.0772","0.37","0.003","29","20"
"202307121400","성북구","0.0151","0.061","0.39","0.0029","27","24"
"202307121400","중구","0.0162","0.0636","0.34","0.0029","23","21"
"202307121400","강서구","0.0201","0.0569","0.36","0.0033","30","18"
"202307121400","용산구","0.0142","0.0758","0.35","0.0029","29","23"
"202307121400","종로구","0.0174","0.0635","0.42","0.0032","24","19"
"202307121400","중랑구","0.0236","0.0542","0.33","0.0025","24","17"
"202307121400","도봉구","0.0089","0.0664","0.3","0.0024","17","12"
"202307121400","서대문구","0.0141","0.0723","0.29","0.0027","24","16"
"202307121400","동대문구","0.0156","0.0621","0.39","0.003","28","20"
"202307121400","서초구","0.0134","0.0653","0.32","0.0027","25","15"
"202307121400","강동구","0.0137","0.0468","0.32","0.0026","25","16"
"202307121400","송파구","0.0221","0.0597","0.35","0.0025","25","17"
"202307121400","구로구","0.0068","0.0601","0.22","0.0022","20","8"
"202307121400","광진구","0.0153","0.0585","0.26","0.0026","",""
"202307121400","관악구","0.0092","0.0713","0.32","0.0023","22","14"
"202307121400","양천구","0.016","0.0614","0.36","0.0027","26","21"
"202307121400","강남구","0.0195","0.0527","0.34","0.0026","26","18"
"202307121400","강북구","0.009","0.0668","0.31","0.0025","26","17"
"202307121400","은평구","0.0109","0.0575","0.4","0.0026","36","26"
"202307121400","금천구","0.0124","0.0656","0.34","0.0028","27","17"
"202307121400","노원구","0.019","0.0507","0.39","0.0021","26","18"
"202307121400","성동구","0.0123","0.0717","0.29","0.0026","21","18"
"202307121400","동작구","0.008","0.0757","0.25","0.0026","20","15"
"202307121300","관악구","0.0105","0.0623","0.31","0.0031","21","11"
"202307121300","성동구","0.0146","0.0601","0.29","0.0031","27","23"
"202307121300","중구","0.0188","0.0488","0.37","0.0032","22","19"
"202307121300","노원구","0.0192","0.0441","0.39","0.0021","26","21"
"202307121300","양천구","0.0099","0.0635","0.37","0.0027","26","21"
"202307121300","영등포구","0.0149","0.0593","0.34","0.0028","26","17"
"202307121300","강동구","0.0158","0.0377","0.31","0.0024","22","13"
"202307121300","강북구","0.0133","0.0502","0.36","0.0021","23","16"
"202307121300","강서구","0.0185","0.0568","0.37","0.0034","27","19"
"202307121300","성북구","0.0161","0.0514","0.38","0.0029","16","14"
"202307121300","용산구","0.0147","0.0643","0.34","0.0035","30","19"
"202307121300","금천구","0.0118","0.0532","0.34","0.0028","21","15"
"202307121300","광진구","0.0196","0.041","0.28","0.0026","24","15"
"202307121300","은평구","0.0174","0.0429","0.43","0.0027","27","23"
"202307121300","송파구","0.0123","0.0576","0.31","0.0024","27","21"
"202307121300","서초구","0.009","0.0571","0.29","0.0027","18","12"
"202307121300","중랑구","0.0288","0.0329","0.32","0.0025","25","17"
"202307121300","서대문구","0.0172","0.058","0.3","0.0027","26","17"
"202307121300","마포구","0.0197","0.0582","0.38","0.0026","32","21"
"202307121300","구로구","0.0066","0.0536","0.23","0.0024","17","11"
"202307121300","도봉구","0.0099","0.0524","0.32","0.0023","17","14"
"202307121300","동작구","0.0072","0.0603","0.23","0.0025","17","12"
"202307121300","종로구","0.0187","0.0537","0.41","0.0033","27","17"
"202307121300","강남구","0.0206","0.0446","0.35","0.0031","28","19"
"202307121300","동대문구","0.0162","0.0536","0.39","0.0033","28","18"
"202307121200","영등포구","0.0169","0.0479","0.32","0.0024","26","17"
"202307121200","강남구","0.0269","0.0303","0.37","0.0027","28","16"
"202307121200","성북구","0.0203","0.0348","0.42","0.0028","17","14"
"202307121200","종로구","0.0244","0.0379","0.46","0.003","22","13"
"202307121200","서대문구","0.0139","0.0514","0.28","0.0024","19","14"
"202307121200","송파구","0.0258","0.0353","0.39","0.0021","28","17"
"202307121200","구로구","0.0095","0.0429","0.23","0.0022","17","10"
"202307121200","강동구","0.0153","0.0275","0.31","0.0025","23","13"
"202307121200","동대문구","0.0238","0.0324","0.43","0.003","26","15"
"202307121200","강북구","0.0178","0.0362","0.41","0.0023","25","12"
"202307121200","노원구","0.0182","0.0357","0.38","0.0021","20","13"
"202307121200","은평구","0.0144","0.0389","0.41","0.0027","22","21"
"202307121200","중랑구","0.0269","0.0298","0.32","0.0023","22","14"
"202307121200","금천구","0.0169","0.0327","0.36","0.0029","26","18"
"202307121200","강서구","0.023","0.0416","0.35","0.0035","22","18"
"202307121200","마포구","0.0161","0.057","0.33","0.0025","24","16"
"202307121200","동작구","0.0105","0.0472","0.25","0.0024","24","17"
"202307121200","용산구","0.0204","0.049","0.36","0.003","29","21"
"202307121200","서초구","0.0145","0.0466","0.31","0.0027","27","10"
"202307121200","양천구","0.0119","0.0524","0.34","0.0027","25","18"
"202307121200","광진구","0.0214","0.0298","0.29","0.0025","24","15"
"202307121200","도봉구","0.0154","0.0352","0.4","0.0023","20","18"
"202307121200","성동구","0.0191","0.0466","0.31","0.0029","23","17"
"202307121200","관악구","0.0146","0.0456","0.33","0.0029","26","17"
"202307121200","중구","0.0212","0.0372","0.35","0.0027","18","14"
"202307121100","영등포구","0.0191","0.0414","0.34","0.0028","24","17"
"202307121100","강북구","0.0203","0.0238","0.43","0.0021","30","17"
"202307121100","종로구","0.0297","0.0248","0.49","0.0029","24","16"
"202307121100","강남구","0.0304","0.0221","0.38","0.0027","26","16"
"202307121100","동작구","0.0097","0.0486","0.26","0.0026","22","16"
"202307121100","성동구","0.0274","0.0304","0.37","0.0026","25","17"
"202307121100","용산구","0.0217","0.0394","0.37","0.003","17","12"
"202307121100","동대문구","0.03","0.0203","0.47","0.0029","35","20"
"202307121100","도봉구","0.019","0.0221","0.42","0.0023","22","18"
"202307121100","서초구","0.0231","0.0341","0.34","0.0027","30","16"
"202307121100","중랑구","0.0277","0.0266","0.35","0.0025","25","16"
"202307121100","구로구","0.0126","0.038","0.24","0.0021","23","14"
"202307121100","관악구","0.0154","0.0458","0.33","0.0031","26","20"
"202307121100","송파구","0.0316","0.0283","0.4","0.0025","30","19"
"202307121100","성북구","0.0295","0.0172","0.53","0.0027","21","18"
"202307121100","양천구","0.0149","0.0416","0.33","0.0025","32","24"
"202307121100","광진구","0.0226","0.0191","0.3","0.0025","28","17"
"202307121100","마포구","0.0194","0.0425","0.35","0.0028","19","16"
"202307121100","중구","0.0258","0.0293","0.36","0.0027","23","18"
"202307121100","금천구","0.0161","0.0313","0.4","0.0029","27","16"
"202307121100","강서구","0.0167","0.0439","0.34","0.0028","30","19"
"202307121100","강동구","0.019","0.0181","0.33","0.0023","25","13"
"202307121100","서대문구","0.0177","0.0385","0.32","0.0024","23","13"
"202307121100","은평구","0.0169","0.03","0.43","0.0027","21","18"
"202307121100","노원구","0.0192","0.0281","0.38","0.0022","23","16"
"202307121000","성동구","0.0217","0.0339","0.33","0.0028","24","14"
"202307121000","동작구","0.0105","0.043","0.26","0.0024","23","15"
"202307121000","노원구","0.0197","0.0181","0.38","0.002","21","11"
"202307121000","중구","0.0291","0.0201","0.42","0.003","20","12"
"202307121000","용산구","0.0221","0.0343","0.38","0.003","31","20"
"202307121000","서초구","0.0235","0.029","0.36","0.0027","29","19"
"202307121000","강북구","0.0171","0.0206","0.43","0.0023","29","14"
"202307121000","동대문구","0.028","0.0196","0.48","0.003","27","12"
"202307121000","구로구","0.0116","0.0344","0.23","0.002","16","10"
"202307121000","광진구","0.0264","0.0156","0.33","0.0026","24","12"
"202307121000","송파구","0.0198","0.0362","0.34","0.0026","26","15"
"202307121000","서대문구","0.0217","0.0265","0.39","0.0025","24","18"
"202307121000","종로구","0.0289","0.0214","0.51","0.0033","21","11"
"202307121000","강남구","0.035","0.0132","0.44","0.0026","29","17"
"202307121000","금천구","0.0135","0.0347","0.32","0.0029","27","18"
"202307121000","강동구","0.0237","0.0136","0.34","0.0028","22","10"
"202307121000","도봉구","0.0179","0.0194","0.45","0.0023","28","15"
"202307121000","관악구","0.0161","0.0401","0.32","0.0025","25","16"
"202307121000","영등포구","0.0181","0.036","0.29","0.0021","23","14"
"202307121000","중랑구","0.0288","0.0216","0.39","0.0022","22","12"
"202307121000","마포구","0.0207","0.0366","0.33","0.0032","23","15"
"202307121000","성북구","0.0266","0.0173","0.5","0.0028","23","18"
"202307121000","양천구","0.0149","0.0382","0.35","0.0026","24","17"
"202307121000","강서구","0.0127","0.0451","0.3","0.0026","20","15"
"202307121000","은평구","0.018","0.0208","0.49","0.0027","","25"
"202307120900","동대문구","0.0258","0.0115","0.5","0.0031","25","10"
"202307120900","강동구","0.0249","0.0103","0.39","0.0027","19","9"
"202307120900","성북구","0.0253","0.0112","0.48","0.0027","","16"
"202307120900","송파구","0.0254","0.0164","0.41","0.0029","35","12"
"202307120900","구로구","0.0125","0.0308","0.23","0.0021","18","15"
"202307120900","중랑구","0.0317","0.0106","0.45","0.0027","21","13"
"202307120900","노원구","0.0197","0.0136","0.39","0.0019","18","8"
"202307120900","양천구","0.0153","0.0323","0.33","0.0024","24","15"
"202307120900","마포구","0.0259","0.0218","0.41","0.0029","24","16"
"202307120900","동작구","0.0206","0.0233","0.3","0.0027","24","14"
"202307120900","광진구","0.0271","0.0105","0.36","0.0025","22","9"
"202307120900","성동구","0.0263","0.013","0.44","0.0028","21","11"
"202307120900","영등포구","0.0168","0.0359","0.32","0.0028","24","13"
"202307120900","금천구","0.0151","0.0259","0.33","0.0029","30","19"
"202307120900","강남구","0.0272","0.0147","0.41","0.0028","22","14"
"202307120900","중구","0.0318","0.0091","0.5","0.0026","23","14"
"202307120900","관악구","0.0142","0.0371","0.32","0.0027","24","12"
"202307120900","도봉구","0.0171","0.0146","0.44","0.0023","23","14"
"202307120900","서초구","0.0319","0.0119","0.45","0.0028","29","14"
"202307120900","용산구","0.0237","0.0193","0.42","0.003","31","19"
"202307120900","강서구","0.0146","0.0388","0.31","0.0026","23","12"
"202307120900","은평구","0.0165","0.0126","0.52","0.0028","31","26"
"202307120900","강북구","0.0156","0.0194","0.42","0.0022","22","11"
"202307120900","서대문구","0.0213","0.0175","0.42","0.0025","25","16"
"202307120900","종로구","0.0259","0.0151","0.54","0.0031","23","10"
"202307120800","강남구","0.0299","0.0047","0.41","0.0027","20","9"
"202307120800","관악구","0.0142","0.0325","0.32","0.0027","24","14"
"202307120800","은평구","0.0123","0.0144","0.44","0.0027","24","21"
"202307120800","강북구","0.0147","0.0154","0.41","0.0021","19","6"
"202307120800","노원구","0.0208","0.0088","0.41","0.0019","13","5"
"202307120800","종로구","0.029","0.0059","0.55","0.0032","21","8"
"202307120800","성북구","0.023","0.0092","0.43","0.0026","","16"
"202307120800","도봉구","0.0168","0.0102","0.45","0.0023","19","11"
"202307120800","성동구","0.029","0.0069","0.43","0.0025","20","9"
"202307120800","광진구","0.0216","0.012","0.28","0.0025","19","8"
"202307120800","금천구","0.0144","0.0237","0.4","0.0028","","16"
"202307120800","서대문구","0.0228","0.0101","0.44","0.0024","22","10"
"202307120800","중랑구","0.0267","0.0108","0.4","0.0027","21","9"
"202307120800","서초구","0.0324","0.0075","0.48","0.0028","35","15"
"202307120800","영등포구","0.0282","0.016","0.4","0.0026","24","12"
"202307120800","송파구","0.0272","0.0088","0.48","0.0024","22","8"
"202307120800","구로구","0.0135","0.0259","0.23","0.0021","21","14"
"202307120800","용산구","0.0267","0.0088","0.43","0.0032","23","12"
"202307120800","동작구","0.027","0.0082","0.44","0.0027","25","9"
"202307120800","마포구","0.0264","0.0095","0.45","0.0029","22","12"
"202307120800","양천구","0.0163","0.025","0.36","0.0027","28","18"
"202307120800","강동구","0.0242","0.0085","0.36","0.0027","18","7"
"202307120800","강서구","0.0207","0.0243","0.33","0.0026","26","16"
"202307120800","동대문구","0.0269","0.0059","0.46","0.0029","24","10"
"202307120800","중구","0.0325","0.0033","0.52","0.0029","20","10"
"202307120700","도봉구","0.0165","0.009","0.44","0.0023","17","12"
"202307120700","종로구","0.0212","0.0088","0.47","0.0027","24","8"
"202307120700","성동구","0.027","0.0052","0.38","0.0031","19","7"
"202307120700","마포구","0.0254","0.007","0.48","0.0028","23","9"
"202307120700","광진구","0.0202","0.0121","0.27","0.0024","19","6"
"202307120700","서대문구","0.0232","0.0059","0.43","0.0024","21","10"
"202307120700","구로구","0.0122","0.0223","0.23","0.002","18","16"
"202307120700","영등포구","0.0342","0.0055","0.47","0.003","23","12"
"202307120700","금천구","0.0073","0.024","0.31","0.0029","",""
"202307120700","서초구","0.0315","0.0061","0.45","0.0027","28","14"
"202307120700","강남구","0.0217","0.0115","0.3","0.0026","21","8"
"202307120700","송파구","0.025","0.0092","0.39","0.0022","20","4"
"202307120700","양천구","0.0158","0.0192","0.35","0.0021","28","21"
"202307120700","중구","0.028","0.004","0.47","0.0029","19","7"
"202307120700","용산구","0.0263","0.0048","0.44","0.0028","25","11"
"202307120700","은평구","0.0143","0.0094","0.46","0.0027","28","17"
"202307120700","동대문구","0.0232","0.0078","0.43","0.0026","22","10"
"202307120700","강동구","0.0224","0.0117","0.32","0.0025","17","8"
"202307120700","강북구","0.011","0.0124","0.43","0.0021","17","9"
"202307120700","중랑구","0.0251","0.0093","0.39","0.0025","21","12"
"202307120700","노원구","0.0187","0.0075","0.42","0.0019","21","7"
"202307120700","관악구","0.0161","0.0254","0.32","0.0028","23","13"
"202307120700","성북구","0.0186","0.0124","0.41","0.0026","17","10"
"202307120700","동작구","0.0245","0.006","0.44","0.0026","23","9"
"202307120700","강서구","0.0198","0.0209","0.35","0.0027","27","13"
"202307120600","용산구","0.0257","0.0037","0.46","0.003","23","10"
"202307120600","강서구","0.0157","0.0215","0.32","0.0026","23","16"
"202307120600","강북구","0.0118","0.0112","0.43","0.0024","23","6"
"202307120600","성동구","0.0255","0.0051","0.39","0.0027","19","7"
"202307120600","노원구","0.014","0.0138","0.37","0.0018","26","8"
"202307120600","종로구","0.0168","0.0127","0.4","0.0029","21","7"
"202307120600","서대문구","0.0205","0.0071","0.41","0.0024","23","13"
"202307120600","영등포구","0.0293","0.0066","0.41","0.0027","20","10"
"202307120600","광진구","0.0105","0.0222","0.23","0.0023","18","6"
"202307120600","은평구","0.0125","0.0103","0.46","0.0027","26",""
"202307120600","마포구","0.0254","0.0068","0.44","0.0026","19","11"
"202307120600","강남구","0.0169","0.0142","0.29","0.0028","19","8"
"202307120600","성북구","0.0163","0.0141","0.4","0.0026","16","11"
"202307120600","관악구","0.0229","0.0143","0.42","0.0026","23","12"
"202307120600","중구","0.0251","0.0053","0.44","0.0027","18","7"
"202307120600","구로구","0.0122","0.0221","0.22","0.0021","20","11"
"202307120600","동대문구","0.0167","0.0128","0.36","0.003","21","7"
"202307120600","금천구","0.0046","0.0288","0.28","0.0029","25","11"
"202307120600","서초구","0.0309","0.0053","0.44","0.0027","27","12"
"202307120600","강동구","0.0143","0.0157","0.28","0.0025","18","7"
"202307120600","송파구","0.0221","0.0114","0.41","0.0023","19","7"
"202307120600","도봉구","0.012","0.012","0.42","0.0024","14","11"
"202307120600","동작구","0.0219","0.0065","0.39","0.0025","24","9"
"202307120600","양천구","0.0097","0.0237","0.34","0.0027","27","17"
"202307120600","중랑구","0.0193","0.0145","0.31","0.0025","19","6"
"202307120500","영등포구","0.0292","0.009","0.41","0.0026","19","9"
"202307120500","중구","0.0257","0.0078","0.4","0.0024","21","11"
"202307120500","성동구","0.0211","0.0089","0.36","0.0026","25","9"
"202307120500","금천구","0.0043","0.0327","0.26","0.0028","24","14"
"202307120500","관악구","0.007","0.0342","0.28","0.0025","24","12"
"202307120500","도봉구","0.011","0.014","0.39","0.0023","16","16"
"202307120500","광진구","0.0136","0.0158","0.24","0.0025","19","5"
"202307120500","동작구","0.0197","0.0098","0.36","0.0023","25","9"
"202307120500","서초구","0.0272","0.0073","0.41","0.0026","27","10"
"202307120500","용산구","0.0237","0.0063","0.44","0.0031","22","13"
"202307120500","마포구","0.0231","0.0117","0.44","0.0028","19","14"
"202307120500","강서구","0.0125","0.0223","0.32","0.0028","25","17"
"202307120500","중랑구","0.0151","0.0185","0.27","0.0022","21","7"
"202307120500","은평구","0.0062","0.0171","0.4","0.0027","",""
"202307120500","양천구","0.0075","0.0264","0.33","0.0024","29","17"
"202307120500","노원구","0.0118","0.0177","0.34","0.0018","33","14"
"202307120500","강북구","0.0113","0.0121","0.41","0.0021","30","8"
"202307120500","동대문구","0.0143","0.0154","0.36","0.0032","23","6"
"202307120500","구로구","0.0074","0.0253","0.21","0.0019","13","9"
"202307120500","송파구","0.0225","0.0106","0.41","0.0022","19","11"
"202307120500","강동구","0.0105","0.0189","0.26","0.0027","15","4"
"202307120500","서대문구","0.0169","0.0103","0.38","0.0024","21","11"
"202307120500","종로구","0.0163","0.0152","0.38","0.0029","22","7"
"202307120500","성북구","0.0157","0.0151","0.37","0.0026","","16"
"202307120500","강남구","0.0202","0.0105","0.33","0.0024","21","10"
"202307120400","성동구","0.0192","0.0127","0.35","0.0027","20","7"
"202307120400","강북구","0.0109","0.0166","0.39","0.002","22","6"
"202307120400","동대문구","0.0145","0.0168","0.38","0.003","22","7"
"202307120400","강서구","0.0123","0.0222","0.33","0.0028","24","12"
"202307120400","영등포구","0.0246","0.0134","0.41","0.0024","18","8"
"202307120400","마포구","0.0187","0.0183","0.4","0.0029","19","12"
"202307120400","용산구","0.0235","0.0088","0.45","0.0031","20","8"
"202307120400","서초구","0.0228","0.0118","0.39","0.0026","28","10"
"202307120400","강남구","0.0219","0.0094","0.35","0.0027","19","8"
"202307120400","송파구","0.0204","0.0126","0.39","0.0022","20","7"
"202307120400","성북구","0.0151","0.017","0.37","0.0025","19","11"
"202307120400","동작구","0.0178","0.0136","0.35","0.0024","23","9"
"202307120400","광진구","0.0172","0.0122","0.28","0.0023","23","7"
"202307120400","서대문구","0.0094","0.0186","0.35","0.0024","20","13"
"202307120400","종로구","0.018","0.015","0.41","0.003","19","7"
"202307120400","금천구","0.0051","0.0331","0.24","0.003","24","15"
"202307120400","도봉구","0.0112","0.0173","0.37","0.0023","20","12"
"202307120400","강동구","0.0128","0.017","0.28","0.0027","17","6"
"202307120400","중구","0.027","0.0082","0.47","0.0025","16","9"
"202307120400","관악구","0.0082","0.0337","0.28","0.0026","22","11"
"202307120400","노원구","0.0115","0.0204","0.33","0.002","22","6"
"202307120400","구로구","0.0071","0.0257","0.22","0.0019","17","8"
"202307120400","중랑구","0.0184","0.0176","0.28","0.0023","20","8"
"202307120400","양천구","0.0093","0.0235","0.35","0.0027","28","14"
"202307120400","은평구","0.0069","0.0176","0.41","0.0027","23",""
"202307120300","동작구","0.0188","0.0139","0.36","0.0024","18","8"
"202307120300","중랑구","0.0186","0.0194","0.32","0.0021","17","7"
"202307120300","강북구","0.0095","0.0216","0.37","0.0021","22","7"
"202307120300","동대문구","0.0216","0.0128","0.41","0.0031","20","8"
"202307120300","영등포구","0.0277","0.011","0.47","0.0024","18","6"
"202307120300","성동구","0.0173","0.0162","0.35","0.0026","19","6"
"202307120300","은평구","0.0078","0.0198","0.41","0.0028","21",""
"202307120300","강서구","0.0132","0.0214","0.34","0.0024","19","10"
"202307120300","도봉구","0.0124","0.0202","0.37","0.0022","17","12"
"202307120300","강동구","0.0154","0.0143","0.31","0.0025","18","4"
"202307120300","서대문구","0.015","0.0179","0.36","0.0024","21","9"
"202307120300","마포구","0.0168","0.0219","0.39","0.0029","16","11"
"202307120300","종로구","0.0226","0.0145","0.45","0.0028","19","6"
"202307120300","관악구","0.01","0.0294","0.28","0.0024","19","9"
"202307120300","용산구","0.0236","0.0121","0.45","0.0027","15","11"
"202307120300","서초구","0.0269","0.0111","0.43","0.0026","18","9"
"202307120300","중구","0.0247","0.0118","0.47","0.0022","15","7"
"202307120300","광진구","0.0185","0.0126","0.3","0.0023","21","5"
"202307120300","구로구","0.0085","0.0235","0.24","0.0019","18","6"
"202307120300","송파구","0.017","0.0181","0.36","0.0023","20","4"
"202307120300","금천구","0.0065","0.0306","0.27","0.0028","25","15"
"202307120300","성북구","0.0171","0.0173","0.43","0.0026","16","13"
"202307120300","양천구","0.0131","0.0191","0.37","0.0025","25","12"
"202307120300","강남구","0.0202","0.0118","0.35","0.0026","18","8"
"202307120300","노원구","0.0123","0.0219","0.34","0.0018","20","6"
"202307120200","강서구","0.0154","0.0222","0.37","0.0029","18","9"
"202307120200","금천구","0.0096","0.0248","0.29","0.0028","21","11"
"202307120200","마포구","0.0205","0.0204","0.45","0.0029","16","9"
"202307120200","동작구","0.0219","0.0139","0.38","0.0023","16","6"
"202307120200","강남구","0.025","0.0115","0.39","0.0025","16","7"
"202307120200","중구","0.0259","0.0143","0.44","0.003","13","8"
"202307120200","강동구","0.0162","0.0165","0.36","0.0027","15","6"
"202307120200","종로구","0.0254","0.0157","0.48","0.0028","15","6"
"202307120200","서대문구","0.0158","0.0209","0.37","0.0023","18","9"
"202307120200","동대문구","0.0195","0.019","0.42","0.0028","17","7"
"202307120200","강북구","0.0081","0.027","0.34","0.002","18","5"
"202307120200","은평구","0.0081","0.0216","0.39","0.0027","17","13"
"202307120200","용산구","0.0264","0.0142","0.48","0.003","16","9"
"202307120200","서초구","0.0301","0.0117","0.46","0.0026","20","9"
"202307120200","도봉구","0.0122","0.0239","0.36","0.0022","15","6"
"202307120200","관악구","0.0202","0.0191","0.42","0.0022","18","7"
"202307120200","영등포구","0.028","0.0135","0.49","0.002","16","6"
"202307120200","성동구","0.0188","0.0176","0.36","0.0022","15","6"
"202307120200","광진구","0.0192","0.0168","0.3","0.0024","16","5"
"202307120200","양천구","0.0152","0.0203","0.41","0.0024","19","8"
"202307120200","노원구","0.0132","0.0265","0.37","0.0018","12","5"
"202307120200","중랑구","0.0175","0.0245","0.31","0.0023","16","7"
"202307120200","구로구","0.0144","0.018","0.28","0.0019","10","9"
"202307120200","송파구","0.0169","0.0209","0.36","0.0022","3","5"
"202307120200","성북구","0.018","0.0208","0.43","0.0025","","14"
"202307120100","은평구","0.0089","0.0252","0.42","0.0027","14","9"
"202307120100","영등포구","0.0333","0.0124","0.53","0.0022","20","12"
"202307120100","강남구","0.0287","0.0134","0.41","0.0026","16","9"
"202307120100","강북구","0.0075","0.0301","0.35","0.0022","16","4"
"202307120100","도봉구","0.0109","0.0262","0.36","0.0022","11","8"
"202307120100","중구","0.0258","0.0171","0.44","0.0026","14","8"
"202307120100","광진구","0.015","0.0273","0.24","0.0025","13","3"
"202307120100","성북구","0.0175","0.026","0.41","0.0026","","11"
"202307120100","강동구","0.0177","0.0178","0.33","0.0025","12","6"
"202307120100","송파구","0.0222","0.0208","0.38","0.0022","","11"
"202307120100","강서구","0.0265","0.0171","0.5","0.0024","22","11"
"202307120100","구로구","0.0233","0.0131","0.39","0.0018","18","12"
"202307120100","종로구","0.0212","0.0233","0.44","0.0027","11","3"
"202307120100","중랑구","0.017","0.0301","0.32","0.0021","11","6"
"202307120100","관악구","0.0253","0.0175","0.48","0.0027","21","10"
"202307120100","성동구","0.0173","0.0269","0.36","0.0022","13","7"
"202307120100","서대문구","0.0144","0.027","0.37","0.0023","15","6"
"202307120100","금천구","0.0156","0.0214","0.43","0.0028","18","7"
"202307120100","양천구","0.028","0.0131","0.53","0.0025","24","15"
"202307120100","용산구","0.0236","0.0215","0.48","0.0028","15","11"
"202307120100","노원구","0.0131","0.0312","0.34","0.0017","16","6"
"202307120100","마포구","0.0224","0.0224","0.47","0.0025","15","8"
"202307120100","동작구","0.0235","0.0159","0.36","0.0022","20","9"
"202307120100","서초구","0.0319","0.0122","0.46","0.0026","16","11"
"202307120100","동대문구","0.0175","0.0256","0.4","0.0027","15","4"
"202307120000","종로구","0.0207","0.0258","0.44","0.0026","12","6"
"202307120000","관악구","0.027","0.0194","0.47","0.0024","18","7"
"202307120000","동대문구","0.0186","0.0278","0.39","0.0029","14","6"
"202307120000","강서구","0.0286","0.0176","0.53","0.0026","18","8"
"202307120000","노원구","0.0173","0.0263","0.38","0.0017","12","5"
"202307120000","양천구","0.028","0.0172","0.54","0.0024","19","11"
"202307120000","마포구","0.0236","0.0245","0.49","0.0029","13","8"
"202307120000","서초구","0.0324","0.0151","0.48","0.0026","18","10"
"202307120000","강남구","0.0278","0.0184","0.41","0.0023","15","8"
"202307120000","동작구","0.0225","0.0216","0.36","0.0023","16","6"
"202307120000","광진구","0.0121","0.0341","0.23","0.0024","11","4"
"202307120000","구로구","0.0222","0.0163","0.37","0.0019","19","10"
"202307120000","영등포구","0.0314","0.0165","0.53","0.0023","17","9"
"202307120000","강동구","0.0142","0.0288","0.31","0.0024","12","5"
"202307120000","중랑구","0.0132","0.0378","0.27","0.0019","12","5"
"202307120000","송파구","0.0246","0.0244","0.42","0.0023","14","6"
"202307120000","성북구","0.0167","0.0299","0.38","0.0025","7","5"
"202307120000","도봉구","0.0117","0.0311","0.32","0.0023","10","8"
"202307120000","은평구","0.0085","0.0269","0.41","0.0027","13","15"
"202307120000","서대문구","0.0139","0.0315","0.35","0.0023","17","6"
"202307120000","중구","0.0269","0.0199","0.45","0.0027","12","8"
"202307120000","용산구","0.0257","0.0217","0.47","0.0027","15","9"
"202307120000","성동구","0.0179","0.0297","0.36","0.0032","12","7"
"202307120000","강북구","0.0073","0.0316","0.35","0.002","17","4"
"202307120000","금천구","0.0118","0.0278","0.4","0.0026","17","6"
"202307112300","은평구","0.0096","0.0327","0.41","0.0026","","12"
"202307112300","용산구","0.0269","0.0253","0.48","0.0029","14","10"
"202307112300","강남구","0.0307","0.0195","0.41","0.0028","15","8"
"202307112300","마포구","0.0212","0.0316","0.46","0.0026","17","11"
"202307112300","서대문구","0.012","0.0395","0.33","0.0023","12","7"
"202307112300","금천구","0.0097","0.0271","0.39","0.0028","18","6"
"202307112300","양천구","0.0308","0.0177","0.54","0.0025","21","14"
"202307112300","노원구","0.0134","0.0336","0.34","0.0018","14","8"
"202307112300","성북구","0.0198","0.0278","0.43","0.0026","9","7"
"202307112300","중구","0.0322","0.0194","0.48","0.0029","15","9"
