"msrdt_de","msrrgn_cd","msrrgn_nm","msradm","msrste_nm","pm10","o3","no2","co","so2"
"20201102","999","기타","555554","관악산","47","0.036","0.01","0.2","0.002"
"20201102","100","도심권","111122","한강대로","57","0.012","0.031","0.6","0.004"
"20201102","100","도심권","111124","청계천로","49","0.012","0.03","0.7","0.004"
"20201102","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201102","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201102","102","동북권","111277","화랑로","0","0.007","0.038","0.7","0.003"
"20201102","104","동남권","111156","천호대로","55","0.01","0.037","0.7","0.003"
"20201102","100","도심권","111155","종로","48","0.016","0.022","0.5","0.003"
"20201102","999","기타","555556","세곡","41","0.005","0.045","0.5","0.002"
"20201102","103","서남권","111213","공항대로","0","0.011","0.041","0.6","0.003"
"20201102","102","동북권","111162","정릉로","0","0.01","0.042","0.6","0.004"
"20201101","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201101","102","동북권","111154","홍릉로","38","0.017","0.032","0.5","0.003"
"20201101","102","동북권","111277","화랑로","0","0.008","0.041","0.7","0.002"
"20201101","102","동북권","111276","강변북로","40","0.02","0.026","0.6","0.004"
"20201101","102","동북권","111162","정릉로","0","0.018","0.034","0.6","0.003"
"20201101","108","입체","111272","올림픽공원","0","0","0","0","0"
"20201101","999","기타","555553","북한산","32","0.03","0.012","0.5","0.002"
"20201101","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201101","999","기타","555550","궁동","42","0.022","0.016","0.4","0.003"
"20201101","104","동남권","111263","도산대로","43","0.014","0.028","1.1","0.003"
"20201101","999","기타","555555","행주","0","0","0","0","0"
"20201101","104","동남권","111278","강남대로","34","0.021","0.023","0.8","0.003"
"20201101","999","기타","555552","남산","0","0","0","0","0"
"20201101","999","기타","555556","세곡","0","0","0","0","0"
"20201101","101","서북권","111202","신촌로","43","0.018","0.029","0.6","0.003"
"20201101","103","서남권","111213","공항대로","0","0.023","0.026","0.5","0.002"
"20201101","103","서남권","111232","영등포로","43","0.016","0.027","0.7","0.004"
"20201101","100","도심권","111122","한강대로","53","0.021","0.024","0.6","0.003"
"20201101","999","기타","555554","관악산","28","0.046","0.006","0.3","0.002"
"20201101","103","서남권","111242","동작대로","0","0.018","0.03","0.5","0.003"
"20201101","108","입체","111143","서울숲","0","0","0","0","0"
"20201101","104","동남권","111156","천호대로","38","0.016","0.032","0.5","0.003"
"20201101","100","도심권","111124","청계천로","42","0.022","0.022","0.6","0.004"
"20201101","100","도심권","111155","종로","44","0.021","0.024","0.5","0.003"
"20201101","103","서남권","111545","시흥대로","43","0.019","0.032","0.6","0.003"
"20201031","108","입체","111143","서울숲","0","0","0","0","0"
"20201031","101","서북권","111202","신촌로","32","0.015","0.037","0.6","0.004"
"20201031","102","동북권","111154","홍릉로","29","0.014","0.043","0.5","0.004"
"20201031","999","기타","555552","남산","0","0","0","0","0"
"20201031","100","도심권","111155","종로","33","0.016","0.031","0.5","0.004"
"20201031","102","동북권","111276","강변북로","24","0.017","0.033","0.4","0.005"
"20201031","104","동남권","111156","천호대로","41","0.014","0.041","0.6","0.003"
"20201031","100","도심권","111124","청계천로","34","0.018","0.03","0.6","0.005"
"20201031","102","동북권","111162","정릉로","0","0.016","0.043","0.5","0.004"
"20201031","108","입체","111272","올림픽공원","0","0","0","0","0"
"20201031","999","기타","555553","북한산","20","0.031","0.013","0.4","0.002"
"20201031","102","동북권","111277","화랑로","0","0.011","0.045","0.6","0.003"
"20201031","103","서남권","111232","영등포로","35","0.012","0.035","0.6","0.004"
"20201031","999","기타","555556","세곡","0","0","0","0","0"
"20201031","100","도심권","111122","한강대로","38","0.015","0.035","0.6","0.004"
"20201031","104","동남권","111263","도산대로","34","0.014","0.035","1","0.004"
"20201031","104","동남권","111278","강남대로","30","0.014","0.037","0.9","0.004"
"20201031","999","기타","555550","궁동","33","0.018","0.03","0.5","0.003"
"20201031","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201031","103","서남권","111213","공항대로","0","0.019","0.038","0.5","0.003"
"20201031","103","서남권","111545","시흥대로","35","0.016","0.049","0.7","0.005"
"20201031","999","기타","555555","행주","0","0","0","0","0"
"20201031","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201031","103","서남권","111242","동작대로","0","0.015","0.046","0.6","0.003"
"20201031","999","기타","555554","관악산","23","0.046","0.007","0.2","0.002"
"20201030","102","동북권","111277","화랑로","0","0.006","0.05","0.7","0.003"
"20201030","102","동북권","111162","정릉로","0","0.009","0.05","0.7","0.004"
"20201030","100","도심권","111122","한강대로","55","0.01","0.041","0.7","0.004"
"20201030","104","동남권","111156","천호대로","52","0.008","0.047","0.7","0.004"
"20201030","108","입체","111143","서울숲","0","0","0","0","0"
"20201030","101","서북권","111202","신촌로","52","0.008","0.048","0.8","0.005"
"20201030","103","서남권","111545","시흥대로","49","0.005","0.062","0.9","0.005"
"20201030","999","기타","555553","북한산","28","0.028","0.012","0.4","0.002"
"20201030","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201030","999","기타","555552","남산","0","0","0","0","0"
"20201030","104","동남권","111278","강남대로","43","0.008","0.043","1","0.005"
"20201030","999","기타","555554","관악산","28","0.038","0.016","0.2","0.003"
"20201030","103","서남권","111213","공항대로","0","0.007","0.055","0.7","0.004"
"20201030","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201030","100","도심권","111124","청계천로","54","0.008","0.042","0.9","0.005"
"20201030","999","기타","555556","세곡","0","0","0","0","0"
"20201030","102","동북권","111154","홍릉로","41","0.009","0.047","0.6","0.004"
"20201030","102","동북권","111276","강변북로","39","0.008","0.041","0.5","0.005"
"20201030","103","서남권","111242","동작대로","0","0.007","0.055","0.7","0.004"
"20201030","104","동남권","111263","도산대로","50","0.008","0.042","1.2","0.005"
"20201030","103","서남권","111232","영등포로","50","0.009","0.039","0.7","0.005"
"20201030","108","입체","111272","올림픽공원","0","0","0","0","0"
"20201030","999","기타","555550","궁동","37","0.012","0.033","0.5","0.003"
"20201030","999","기타","555555","행주","0","0","0","0","0"
"20201030","100","도심권","111155","종로","47","0.01","0.034","0.6","0.004"
"20201029","999","기타","555555","행주","0","0","0","0","0"
"20201029","108","입체","111143","서울숲","0","0","0","0","0"
"20201029","104","동남권","111263","도산대로","44","0.011","0.039","1","0.004"
"20201029","102","동북권","111162","정릉로","0","0.013","0.047","0.5","0.003"
"20201029","103","서남권","111545","시흥대로","42","0.012","0.05","0.7","0.005"
"20201029","104","동남권","111156","천호대로","49","0.01","0.046","0.6","0.003"
"20201029","101","서북권","111202","신촌로","42","0.01","0.044","0.7","0.004"
"20201029","999","기타","555553","북한산","27","0.032","0.012","0.3","0.002"
"20201029","102","동북권","111277","화랑로","0","0.008","0.049","0.6","0.003"
"20201029","999","기타","555552","남산","0","0","0","0","0"
"20201029","999","기타","555556","세곡","0","0","0","0","0"
"20201029","103","서남권","111232","영등포로","40","0.014","0.032","0.6","0.004"
"20201029","999","기타","555554","관악산","0","0","0","0","0"
"20201029","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201029","100","도심권","111124","청계천로","43","0.013","0.036","0.7","0.005"
"20201029","100","도심권","111155","종로","37","0.017","0.026","0.5","0.003"
"20201029","103","서남권","111242","동작대로","0","0.01","0.05","0.6","0.004"
"20201029","103","서남권","111213","공항대로","0","0.013","0.044","0.5","0.003"
"20201029","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201029","102","동북권","111276","강변북로","37","0.013","0.038","0.4","0.005"
"20201029","102","동북권","111154","홍릉로","35","0.014","0.043","0.6","0.004"
"20201029","100","도심권","111122","한강대로","40","0.015","0.034","0.6","0.004"
"20201029","108","입체","111272","올림픽공원","0","0","0","0","0"
"20201029","104","동남권","111278","강남대로","39","0.009","0.042","0.8","0.004"
"20201029","999","기타","555550","궁동","37","0.016","0.029","0.4","0.003"
"20201028","104","동남권","111156","천호대로","72","0.013","0.044","0.8","0.004"
"20201028","108","입체","111272","올림픽공원","0","0","0","0","0"
"20201028","103","서남권","111545","시흥대로","46","0.021","0.034","0.5","0.004"
"20201028","104","동남권","111278","강남대로","55","0.015","0.036","0.9","0.004"
"20201028","102","동북권","111277","화랑로","0","0.011","0.047","0.7","0.003"
"20201028","108","입체","111143","서울숲","0","0","0","0","0"
"20201028","104","동남권","111263","도산대로","57","0.019","0.029","1","0.004"
"20201028","999","기타","555553","북한산","45","0.038","0.008","0.4","0.002"
"20201028","999","기타","555552","남산","0","0","0","0","0"
"20201028","100","도심권","111124","청계천로","49","0.028","0.021","0.6","0.004"
"20201028","103","서남권","111213","공항대로","0","0.018","0.036","0.5","0.003"
"20201028","103","서남권","111242","동작대로","0","0.016","0.042","0.5","0.003"
"20201028","103","서남권","111232","영등포로","49","0.017","0.028","0.6","0.004"
"20201028","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201028","999","기타","555556","세곡","0","0","0","0","0"
"20201028","102","동북권","111154","홍릉로","47","0.018","0.041","0.6","0.004"
"20201028","100","도심권","111155","종로","51","0.033","0.015","0.4","0.003"
"20201028","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201028","999","기타","555554","관악산","0","0","0","0","0"
"20201028","101","서북권","111202","신촌로","51","0.016","0.036","0.7","0.004"
"20201028","102","동북권","111162","정릉로","0","0.016","0.047","0.6","0.003"
"20201028","100","도심권","111122","한강대로","54","0.024","0.025","0.5","0.004"
"20201028","999","기타","555550","궁동","47","0.021","0.022","0.4","0.003"
"20201028","999","기타","555555","행주","0","0","0","0","0"
"20201028","102","동북권","111276","강변북로","54","0.018","0.036","0.7","0.005"
"20201027","999","기타","555553","북한산","63","0.046","0.013","0.5","0.002"
"20201027","100","도심권","111155","종로","76","0.024","0.038","0.8","0.004"
"20201027","999","기타","555556","세곡","0","0","0","0","0"
"20201027","108","입체","111272","올림픽공원","0","0","0","0","0"
"20201027","104","동남권","111278","강남대로","82","0.011","0.056","1.1","0.004"
"20201027","104","동남권","111156","천호대로","88","0.015","0.06","0.9","0.004"
"20201027","102","동북권","111276","강변북로","83","0.016","0.053","1","0.005"
"20201027","999","기타","555555","행주","0","0","0","0","0"
"20201027","103","서남권","111545","시흥대로","89","0.015","0.068","1","0.006"
"20201027","999","기타","555550","궁동","76","0.017","0.041","0.7","0.004"
"20201027","100","도심권","111122","한강대로","90","0.022","0.05","0.9","0.004"
"20201027","108","입체","111143","서울숲","0","0","0","0","0"
"20201027","103","서남권","111242","동작대로","0","0.01","0.073","0.9","0.004"
"20201027","102","동북권","111154","홍릉로","71","0.02","0.059","0.8","0.004"
"20201027","104","동남권","111263","도산대로","97","0.013","0.059","1.4","0.005"
"20201027","102","동북권","111162","정릉로","0","0.014","0.062","0.8","0.004"
"20201027","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201027","101","서북권","111202","신촌로","85","0.013","0.059","1","0.004"
"20201027","102","동북권","111277","화랑로","0","0.011","0.057","0.8","0.003"
"20201027","999","기타","555552","남산","0","0","0","0","0"
"20201027","999","기타","555554","관악산","53","0.067","0.011","0.5","0.004"
"20201027","103","서남권","111213","공항대로","0","0.017","0.06","0.8","0.004"
"20201027","103","서남권","111232","영등포로","86","0.012","0.053","1","0.006"
"20201027","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201027","100","도심권","111124","청계천로","89","0.021","0.049","1","0.006"
"20201026","101","서북권","111202","신촌로","57","0.01","0.056","1","0.004"
"20201026","104","동남권","111263","도산대로","63","0.015","0.047","1.2","0.004"
"20201026","100","도심권","111155","종로","50","0.022","0.033","0.7","0.004"
"20201026","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201026","100","도심권","111124","청계천로","63","0.017","0.043","1","0.005"
"20201026","999","기타","555556","세곡","0","0","0","0","0"
"20201026","103","서남권","111213","공항대로","0","0.019","0.053","0.7","0.004"
"20201026","102","동북권","111154","홍릉로","47","0.018","0.05","0.7","0.004"
"20201026","103","서남권","111232","영등포로","56","0.014","0.045","0.9","0.005"
"20201026","103","서남권","111242","동작대로","0","0.012","0.061","0.8","0.003"
"20201026","104","동남권","111156","천호대로","60","0.014","0.053","0.8","0.004"
"20201026","102","동북권","111277","화랑로","0","0.01","0.051","0.8","0.003"
"20201026","108","입체","111272","올림픽공원","0","0","0","0","0"
"20201026","104","동남권","111278","강남대로","54","0.013","0.048","1","0.004"
"20201026","999","기타","555552","남산","0","0","0","0","0"
"20201026","102","동북권","111276","강변북로","54","0.014","0.048","0.9","0.005"
"20201026","999","기타","555555","행주","0","0","0","0","0"
"20201026","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201026","999","기타","555554","관악산","62","0.059","0.019","0.6","0.005"
"20201026","103","서남권","111545","시흥대로","59","0.014","0.063","0.9","0.005"
"20201026","102","동북권","111162","정릉로","0","0.013","0.059","0.7","0.003"
"20201026","999","기타","555550","궁동","47","0.019","0.034","0.6","0.003"
"20201026","100","도심권","111122","한강대로","61","0.019","0.046","0.8","0.004"
"20201026","999","기타","555553","북한산","53","0.042","0.012","0.5","0.002"
"20201026","108","입체","111143","서울숲","0","0","0","0","0"
"20201025","103","서남권","111242","동작대로","0","0.01","0.047","0.8","0.003"
"20201025","104","동남권","111156","천호대로","34","0.016","0.035","0.6","0.003"
"20201025","102","동북권","111154","홍릉로","27","0.016","0.036","0.6","0.004"
"20201025","103","서남권","111213","공항대로","0","0.016","0.037","0.6","0.003"
"20201025","100","도심권","111155","종로","28","0.019","0.024","0.5","0.004"
"20201025","100","도심권","111124","청계천로","31","0.016","0.031","0.6","0.005"
"20201025","103","서남권","111232","영등포로","35","0.012","0.034","0.8","0.004"
"20201025","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201025","101","서북권","111202","신촌로","35","0.01","0.042","0.8","0.004"
"20201025","999","기타","555554","관악산","26","0.045","0.014","0.5","0.004"
"20201025","999","기타","555552","남산","0","0","0","0","0"
"20201025","999","기타","555553","북한산","22","0.033","0.011","0.4","0.002"
"20201025","102","동북권","111162","정릉로","0","0.016","0.041","0.6","0.003"
"20201025","104","동남권","111263","도산대로","38","0.012","0.037","1.1","0.004"
"20201025","100","도심권","111122","한강대로","36","0.016","0.034","0.7","0.004"
"20201025","108","입체","111143","서울숲","0","0","0","0","0"
"20201025","999","기타","555550","궁동","28","0.016","0.025","0.5","0.003"
"20201025","103","서남권","111545","시흥대로","33","0.014","0.042","0.7","0.005"
"20201025","999","기타","555555","행주","0","0","0","0","0"
"20201025","102","동북권","111276","강변북로","28","0.013","0.035","0.8","0.005"
"20201025","108","입체","111272","올림픽공원","0","0","0","0","0"
"20201025","104","동남권","111278","강남대로","28","0.011","0.035","0.8","0.004"
"20201025","102","동북권","111277","화랑로","0","0.012","0.035","0.6","0.003"
"20201025","999","기타","555556","세곡","0","0","0","0","0"
"20201025","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201024","100","도심권","111155","종로","28","0.025","0.013","0.3","0.003"
"20201024","103","서남권","111213","공항대로","0","0.021","0.024","0.4","0.003"
"20201024","104","동남권","111263","도산대로","31","0.015","0.023","0.8","0.004"
"20201024","102","동북권","111154","홍릉로","26","0.02","0.023","0.5","0.003"
"20201024","102","동북권","111277","화랑로","0","0.012","0.033","0.5","0.002"
"20201024","999","기타","555554","관악산","25","0.033","0.012","0.4","0.003"
"20201024","104","동남권","111278","강남대로","28","0.016","0.028","0.6","0.004"
"20201024","103","서남권","111242","동작대로","0","0.015","0.033","0.4","0.003"
"20201024","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201024","103","서남권","111232","영등포로","28","0.015","0.026","0.5","0.004"
"20201024","999","기타","555552","남산","0","0","0","0","0"
"20201024","102","동북권","111276","강변북로","27","0.018","0.024","0.5","0.004"
"20201024","999","기타","555555","행주","0","0","0","0","0"
"20201024","101","서북권","111202","신촌로","32","0.012","0.033","0.6","0.004"
"20201024","999","기타","555556","세곡","0","0","0","0","0"
"20201024","108","입체","111272","올림픽공원","0","0","0","0","0"
"20201024","103","서남권","111545","시흥대로","27","0.021","0.025","0.4","0.005"
"20201024","104","동남권","111156","천호대로","30","0.019","0.027","0.5","0.003"
"20201024","999","기타","555553","북한산","20","0.03","0.006","0.3","0.002"
"20201024","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201024","999","기타","555550","궁동","24","0.023","0.016","0.3","0.003"
"20201024","108","입체","111143","서울숲","0","0","0","0","0"
"20201024","100","도심권","111122","한강대로","33","0.02","0.022","0.5","0.004"
"20201024","100","도심권","111124","청계천로","31","0.021","0.018","0.4","0.004"
"20201024","102","동북권","111162","정릉로","0","0.018","0.031","0.4","0.003"
"20201023","102","동북권","111276","강변북로","25","0.019","0.023","0.5","0.004"
"20201023","999","기타","555556","세곡","0","0","0","0","0"
"20201023","999","기타","555555","행주","0","0","0","0","0"
"20201023","102","동북권","111154","홍릉로","25","0.019","0.021","0.5","0.003"
"20201023","103","서남권","111232","영등포로","28","0.016","0.026","0.5","0.004"
"20201023","104","동남권","111263","도산대로","30","0.017","0.02","0.8","0.003"
"20201023","102","동북권","111277","화랑로","0","0.016","0.024","0.4","0.003"
"20201023","103","서남권","111213","공항대로","0","0.019","0.023","0.4","0.003"
"20201023","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201023","108","입체","111143","서울숲","0","0","0","0","0"
"20201023","100","도심권","111124","청계천로","30","0.021","0.017","0.5","0.004"
"20201023","101","서북권","111202","신촌로","31","0.014","0.029","0.6","0.003"
"20201023","104","동남권","111156","천호대로","30","0.02","0.022","0.4","0.003"
"20201023","999","기타","555554","관악산","26","0.03","0.013","0.5","0.004"
"20201023","999","기타","555553","북한산","22","0.027","0.007","0.3","0.002"
"20201023","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201023","100","도심권","111155","종로","29","0.024","0.012","0.3","0.003"
"20201023","102","동북권","111162","정릉로","0","0.017","0.027","0.4","0.003"
"20201023","104","동남권","111278","강남대로","28","0.018","0.025","0.6","0.004"
"20201023","103","서남권","111242","동작대로","0","0.018","0.026","0.4","0.003"
"20201023","100","도심권","111122","한강대로","33","0.021","0.018","0.4","0.003"
"20201023","103","서남권","111545","시흥대로","26","0.021","0.02","0.4","0.004"
"20201023","999","기타","555552","남산","0","0","0","0","0"
"20201023","108","입체","111272","올림픽공원","0","0","0","0","0"
"20201023","999","기타","555550","궁동","24","0.024","0.013","0.3","0.005"
"20201022","100","도심권","111155","종로","83","0.015","0.029","0.7","0.005"
"20201022","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201022","103","서남권","111232","영등포로","81","0.011","0.043","0.7","0.004"
"20201022","999","기타","555554","관악산","88","0.044","0.015","0.5","0.004"
"20201022","999","기타","555552","남산","0","0","0","0","0"
"20201022","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201022","999","기타","555556","세곡","0","0","0","0","0"
"20201022","102","동북권","111277","화랑로","0","0.01","0.039","0.7","0.003"
"20201022","999","기타","555553","북한산","84","0.019","0.023","0.5","0.002"
"20201022","102","동북권","111162","정릉로","0","0.012","0.042","0.7","0.003"
"20201022","104","동남권","111263","도산대로","90","0.011","0.036","1","0.004"
"20201022","102","동북권","111154","홍릉로","57","0.008","0.038","0.6","0.003"
"20201022","108","입체","111272","올림픽공원","0","0","0","0","0"
"20201022","104","동남권","111156","천호대로","85","0.014","0.038","0.7","0.003"
"20201022","100","도심권","111122","한강대로","65","0.011","0.036","0.7","0.004"
"20201022","108","입체","111143","서울숲","0","0","0","0","0"
"20201022","999","기타","555550","궁동","72","0.017","0.025","0.5","0.003"
"20201022","103","서남권","111213","공항대로","0","0.017","0.036","0.5","0.004"
"20201022","103","서남권","111545","시흥대로","81","0.017","0.037","0.6","0.005"
"20201022","999","기타","555555","행주","0","0","0","0","0"
"20201022","102","동북권","111276","강변북로","82","0.012","0.036","0.8","0.004"
"20201022","104","동남권","111278","강남대로","84","0.008","0.041","0.9","0.004"
"20201022","101","서북권","111202","신촌로","85","0.01","0.043","0.8","0.004"
"20201022","100","도심권","111124","청계천로","92","0.014","0.033","0.8","0.005"
"20201022","103","서남권","111242","동작대로","0","0.014","0.045","0.6","0.003"
"20201021","103","서남권","111213","공항대로","0","0.011","0.052","0.7","0.004"
"20201021","108","입체","111272","올림픽공원","0","0","0","0","0"
"20201021","999","기타","555552","남산","0","0","0","0","0"
"20201021","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201021","102","동북권","111277","화랑로","0","0.004","0.055","0.7","0.003"
"20201021","102","동북권","111276","강변북로","41","0.006","0.045","0.8","0.004"
"20201021","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201021","108","입체","111143","서울숲","0","0","0","0","0"
"20201021","999","기타","555555","행주","0","0","0","0","0"
"20201021","103","서남권","111545","시흥대로","55","0.005","0.069","1","0.005"
"20201021","100","도심권","111122","한강대로","47","0.008","0.049","0.7","0.004"
"20201021","999","기타","555550","궁동","50","0.009","0.042","0.6","0.003"
"20201021","104","동남권","111263","도산대로","49","0.007","0.047","1","0.004"
"20201021","102","동북권","111162","정릉로","0","0.009","0.053","0.6","0.003"
"20201021","999","기타","555553","북한산","36","0.021","0.024","0.5","0.002"
"20201021","104","동남권","111156","천호대로","49","0.005","0.049","0.7","0.003"
"20201021","100","도심권","111155","종로","47","0.005","0.045","0.8","0.004"
"20201021","100","도심권","111124","청계천로","59","0.005","0.049","1","0.006"
"20201021","102","동북권","111154","홍릉로","41","0.007","0.046","0.6","0.003"
"20201021","999","기타","555554","관악산","45","0.056","0.017","0.5","0.004"
"20201021","101","서북권","111202","신촌로","49","0.01","0.049","0.7","0.004"
"20201021","104","동남권","111278","강남대로","44","0.005","0.047","0.9","0.004"
"20201021","999","기타","555556","세곡","0","0","0","0","0"
"20201021","103","서남권","111232","영등포로","50","0.008","0.056","0.9","0.004"
"20201021","103","서남권","111242","동작대로","0","0.006","0.06","0.7","0.003"
"20201020","102","동북권","111277","화랑로","0","0.011","0.053","0.8","0.003"
"20201020","100","도심권","111122","한강대로","68","0.014","0.052","0.9","0.004"
"20201020","999","기타","555550","궁동","66","0.018","0.036","0.7","0.003"
"20201020","999","기타","555553","북한산","45","0.042","0.012","0.5","0.002"
"20201020","108","입체","111272","올림픽공원","0","0","0","0","0"
"20201020","108","입체","111143","서울숲","0","0","0","0","0"
"20201020","103","서남권","111213","공항대로","0","0.014","0.051","0.8","0.004"
"20201020","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201020","999","기타","555556","세곡","0","0","0","0","0"
"20201020","999","기타","555555","행주","0","0","0","0","0"
"20201020","103","서남권","111232","영등포로","80","0.015","0.058","1","0.005"
"20201020","104","동남권","111278","강남대로","73","0.01","0.046","1.1","0.004"
"20201020","102","동북권","111276","강변북로","64","0.013","0.049","0.9","0.004"
"20201020","103","서남권","111242","동작대로","0","0.012","0.065","0.9","0.003"
"20201020","999","기타","555552","남산","0","0.011","0.007","8","0.058"
"20201020","100","도심권","111124","청계천로","76","0.014","0.049","1.1","0.005"
"20201020","101","서북권","111202","신촌로","78","0.013","0.057","1","0.004"
"20201020","104","동남권","111156","천호대로","65","0.012","0.05","0.8","0.003"
"20201020","100","도심권","111155","종로","67","0.018","0.037","0.8","0.004"
"20201020","103","서남권","111545","시흥대로","79","0.008","0.071","1.1","0.005"
"20201020","104","동남권","111263","도산대로","81","0.013","0.054","1.3","0.004"
"20201020","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201020","102","동북권","111154","홍릉로","59","0.017","0.048","0.8","0.003"
"20201020","999","기타","555554","관악산","50","0.06","0.017","0.5","0.004"
"20201020","102","동북권","111162","정릉로","0","0.016","0.058","0.8","0.003"
"20201019","102","동북권","111277","화랑로","0","0.014","0.049","0.7","0.003"
"20201019","104","동남권","111263","도산대로","70","0.022","0.038","1.1","0.006"
"20201019","108","입체","111272","올림픽공원","41","0.015","0.032","0.1","0.001"
"20201019","999","기타","555550","궁동","56","0.023","0.034","0.6","0.003"
"20201019","999","기타","555553","북한산","56","0.045","0.012","0.5","0.002"
"20201019","108","입체","111143","서울숲","0","0.017","0.019","0","0.004"
"20201019","999","기타","555554","관악산","75","0.068","0.018","0.6","0.005"
"20201019","102","동북권","111154","홍릉로","53","0.023","0.04","0.7","0.004"
"20201019","102","동북권","111162","정릉로","0","0.018","0.055","0.7","0.003"
"20201019","999","기타","555552","남산","0","0","0","0","0"
"20201019","999","기타","555556","세곡","0","0","0","0","0"
"20201019","100","도심권","111155","종로","55","0.023","0.033","0.7","0.004"
"20201019","999","기타","555555","행주","0","0","0","0","0"
"20201019","100","도심권","111122","한강대로","57","0.022","0.043","0.8","0.004"
"20201019","103","서남권","111545","시흥대로","67","0.016","0.066","0.9","0.005"
"20201019","102","동북권","111276","강변북로","62","0.019","0.043","0.8","0.005"
"20201019","100","도심권","111124","청계천로","66","0.021","0.045","0.9","0.005"
"20201019","103","서남권","111242","동작대로","0","0.016","0.061","0.8","0.004"
"20201019","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201019","101","서북권","111202","신촌로","67","0.018","0.05","0.9","0.004"
"20201019","103","서남권","111213","공항대로","0","0.025","0.047","0.7","0.005"
"20201019","104","동남권","111278","강남대로","67","0.013","0.048","0.9","0.004"
"20201019","103","서남권","111232","영등포로","65","0.021","0.051","0.8","0.005"
"20201019","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201019","104","동남권","111156","천호대로","61","0.021","0.044","0.7","0.003"
"20201018","104","동남권","111278","강남대로","29","0.015","0.033","0.8","0.004"
"20201018","999","기타","555556","세곡","0","0","0","0","0"
"20201018","999","기타","555555","행주","0","0","0","0","0"
"20201018","108","입체","111192","자연사박물관","0","0","0","0","0"
"20201018","999","기타","555554","관악산","23","0.052","0.011","0.5","0.004"
"20201018","999","기타","555553","북한산","21","0.04","0.006","0.4","0.002"
"20201018","108","입체","111272","올림픽공원","25","0.025","0.019","0.1","0.001"
"20201018","999","기타","555552","남산","0","0","0","0","0"
"20201018","999","기타","555550","궁동","27","0.022","0.022","0.5","0.003"
"20201018","100","도심권","111122","한강대로","30","0.019","0.031","0.6","0.004"
"20201018","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201018","100","도심권","111155","종로","29","0.026","0.022","0.5","0.004"
"20201018","100","도심권","111124","청계천로","31","0.024","0.031","0.6","0.004"
"20201018","108","입체","111143","서울숲","0","0","0","0","0"
"20201018","104","동남권","111263","도산대로","34","0.019","0.028","0.9","0.004"
"20201018","104","동남권","111156","천호대로","33","0.021","0.031","0.6","0.003"
"20201018","102","동북권","111154","홍릉로","27","0.022","0.029","0.5","0.003"
"20201018","101","서북권","111202","신촌로","34","0.016","0.039","0.8","0.004"
"20201018","102","동북권","111162","정릉로","0","0.023","0.036","0.6","0.003"
"20201018","102","동북권","111276","강변북로","26","0.02","0.03","0.7","0.005"
"20201018","102","동북권","111277","화랑로","0","0.016","0.033","0.6","0.002"
"20201018","103","서남권","111242","동작대로","0","0.018","0.042","0.7","0.003"
"20201018","103","서남권","111213","공항대로","0","0.022","0.032","0.6","0.003"
"20201018","103","서남권","111545","시흥대로","29","0.019","0.041","0.8","0.004"
"20201018","103","서남권","111232","영등포로","32","0.018","0.038","0.7","0.004"
"20201017","108","입체","111272","올림픽공원","24","0.018","0.022","0.2","0.001"
"20201017","104","동남권","111278","강남대로","33","0.01","0.037","0.8","0.004"
"20201017","108","입체","111143","서울숲","0","0","0","0","0"
"20201017","108","입체","111200","마포아트센터","0","0","0","0","0"
"20201017","100","도심권","111155","종로","34","0.018","0.023","0.5","0.004"
"20201017","999","기타","555550","궁동","28","0.016","0.025","0.5","0.002"
"20201017","999","기타","555553","북한산","19","0.031","0.007","0.4","0.002"
"20201017","101","서북권","111202","신촌로","35","0.011","0.04","0.8","0.003"
"20201017","103","서남권","111232","영등포로","33","0.015","0.037","0.7","0.004"
