"msrdt_de","msrrgn_cd","msrrgn_nm","msradm","msrste_nm","pm10","o3","no2","co","so2"
"20201231","103","서남권","111232","영등포로","28","0.013","0.031","0.5","0.004"
"20201231","999","기타","555553","북한산","20","0.026","0.009","0.4","0.002"
"20201231","108","입체","111200","마포아트센터","25","0.022","0.02","0.7","0.005"
"20201231","999","기타","555554","관악산","27","0.024","0.014","0.2","0.003"
"20201231","102","동북권","111154","홍릉로","5","0.014","0.027","0.5","0.004"
"20201231","999","기타","555552","남산","21","0.022","0.013","0.3","0.003"
"20201231","102","동북권","111276","강변북로","28","0.016","0.026","0.9","0.004"
"20201231","103","서남권","111213","공항대로","33","0.016","0.025","0.4","0.003"
"20201231","999","기타","555550","궁동","26","0.016","0.02","0.4","0.003"
"20201231","102","동북권","111277","화랑로","30","0.01","0.027","0.3","0.003"
"20201231","103","서남권","111242","동작대로","30","0.012","0.03","0.4","0.003"
"20201231","108","입체","111192","자연사박물관","25","0.023","0.016","0.8","0.005"
"20201231","102","동북권","111162","정릉로","27","0.013","0.031","0.5","0.003"
"20201231","101","서북권","111202","신촌로","32","0.014","0.035","0.6","0.003"
"20201231","104","동남권","111263","도산대로","31","0.014","0.024","0.7","0.004"
"20201231","104","동남권","111278","강남대로","29","0.014","0.028","0.7","0.005"
"20201231","104","동남권","111156","천호대로","31","0.014","0.03","0.5","0.003"
"20201231","100","도심권","111155","종로","24","0.021","0.016","0.4","0.003"
"20201231","100","도심권","111122","한강대로","30","0.017","0.026","0.5","0.003"
"20201231","103","서남권","111545","시흥대로","33","0.012","0.034","0.5","0.004"
"20201231","108","입체","111272","올림픽공원","22","0.02","0.018","0.7","0.005"
"20201231","108","입체","111143","서울숲","29","0.021","0.02","0.3","0.003"
"20201231","999","기타","555555","행주","24","0.026","0.013","0.6","0.003"
"20201231","100","도심권","111124","청계천로","25","0.019","0.021","0.5","0.003"
"20201231","999","기타","555556","세곡","32","0.016","0.027","0.3","0.005"
"20201230","999","기타","555556","세곡","39","0.022","0.015","0.2","0.004"
"20201230","100","도심권","111155","종로","31","0.022","0.01","0.3","0.002"
"20201230","104","동남권","111263","도산대로","39","0.017","0.016","0.6","0.003"
"20201230","103","서남권","111545","시흥대로","36","0.019","0.017","0.4","0.003"
"20201230","102","동북권","111154","홍릉로","5","0.017","0.02","0.5","0.004"
"20201230","104","동남권","111278","강남대로","39","0.018","0.019","0.6","0.004"
"20201230","104","동남권","111156","천호대로","39","0.017","0.022","0.4","0.003"
"20201230","999","기타","555555","행주","31","0.029","0.006","0.5","0.002"
"20201230","999","기타","555553","북한산","31","0.026","0.006","0.4","0.002"
"20201230","103","서남권","111232","영등포로","33","0.018","0.02","0.4","0.003"
"20201230","999","기타","555550","궁동","29","0.021","0.011","0.3","0.002"
"20201230","999","기타","555552","남산","29","0.023","0.011","0.8","0.002"
"20201230","108","입체","111192","자연사박물관","34","0.025","0.01","0.7","0.004"
"20201230","103","서남권","111242","동작대로","34","0.015","0.02","0.3","0.002"
"20201230","102","동북권","111277","화랑로","39","0.013","0.019","0.3","0.002"
"20201230","100","도심권","111124","청계천로","32","0.02","0.014","0.4","0.002"
"20201230","999","기타","555554","관악산","33","0.026","0.007","0.2","0.002"
"20201230","102","동북권","111276","강변북로","36","0.019","0.018","0.8","0.003"
"20201230","100","도심권","111122","한강대로","37","0.02","0.016","0.4","0.003"
"20201230","101","서북권","111202","신촌로","37","0.017","0.028","0.5","0.003"
"20201230","102","동북권","111162","정릉로","35","0.017","0.021","0.4","0.002"
"20201230","108","입체","111272","올림픽공원","31","0.024","0.011","0.6","0.004"
"20201230","103","서남권","111213","공항대로","36","0.021","0.015","0.4","0.002"
"20201230","108","입체","111143","서울숲","41","0.023","0.013","0.2","0.003"
"20201230","108","입체","111200","마포아트센터","34","0.025","0.013","0.6","0.004"
"20201229","108","입체","111143","서울숲","69","0.012","0.041","0.6","0.005"
"20201229","104","동남권","111263","도산대로","75","0.007","0.045","1.2","0.003"
"20201229","103","서남권","111213","공항대로","74","0.01","0.04","0.9","0.003"
"20201229","102","동북권","111276","강변북로","66","0.008","0.041","1","0.003"
"20201229","102","동북권","111162","정릉로","65","0.008","0.049","0.9","0.004"
"20201229","102","동북권","111277","화랑로","66","0.007","0.039","0.7","0.003"
"20201229","100","도심권","111122","한강대로","78","0.009","0.034","0.9","0.003"
"20201229","104","동남권","111156","천호대로","73","0.006","0.05","1","0.005"
"20201229","999","기타","555554","관악산","61","0.031","0.019","0.4","0.003"
"20201229","104","동남권","111278","강남대로","75","0.007","0.038","1.3","0.005"
"20201229","102","동북권","111154","홍릉로","63","0.008","0.043","1","0.004"
"20201229","101","서북권","111202","신촌로","74","0.007","0.051","1","0.003"
"20201229","100","도심권","111155","종로","63","0.011","0.031","0.8","0.003"
"20201229","108","입체","111192","자연사박물관","65","0.012","0.033","1.1","0.004"
"20201229","103","서남권","111232","영등포로","74","0.008","0.04","0.9","0.004"
"20201229","108","입체","111272","올림픽공원","56","0.013","0.033","1.2","0.005"
"20201229","103","서남권","111242","동작대로","70","0.006","0.05","0.6","0.003"
"20201229","999","기타","555550","궁동","71","0.011","0.027","0.8","0.003"
"20201229","999","기타","555552","남산","58","0.016","0.025","1.5","0.003"
"20201229","999","기타","555553","북한산","53","0.024","0.014","0.6","0.002"
"20201229","108","입체","111200","마포아트센터","68","0.013","0.042","1.1","0.004"
"20201229","100","도심권","111124","청계천로","61","0.01","0.039","0.9","0.005"
"20201229","103","서남권","111545","시흥대로","83","0.008","0.043","0.9","0.004"
"20201229","999","기타","555556","세곡","73","0.009","0.039","1","0.006"
"20201229","999","기타","555555","행주","68","0.023","0.017","1","0.002"
"20201228","101","서북권","111202","신촌로","60","0.005","0.064","1","0.004"
"20201228","103","서남권","111545","시흥대로","74","0.005","0.058","0.8","0.005"
"20201228","999","기타","555556","세곡","66","0.008","0.049","1","0.006"
"20201228","103","서남권","111232","영등포로","63","0.006","0.054","0.8","0.004"
"20201228","102","동북권","111277","화랑로","67","0.004","0.054","0.7","0.003"
"20201228","999","기타","555550","궁동","63","0.005","0.044","0.7","0.003"
"20201228","108","입체","111272","올림픽공원","58","0.007","0.042","1.1","0.004"
"20201228","999","기타","555553","북한산","51","0.013","0.03","0.6","0.002"
"20201228","108","입체","111192","자연사박물관","55","0.01","0.045","1","0.004"
"20201228","103","서남권","111242","동작대로","66","0.004","0.062","0.7","0.004"
"20201228","108","입체","111143","서울숲","65","0.01","0.052","0.7","0.005"
"20201228","999","기타","555555","행주","58","0.014","0.037","1","0.002"
"20201228","103","서남권","111213","공항대로","64","0.005","0.06","0.8","0.004"
"20201228","100","도심권","111122","한강대로","71","0.007","0.048","1","0.004"
"20201228","102","동북권","111276","강변북로","66","0.006","0.05","1","0.003"
"20201228","104","동남권","111263","도산대로","68","0.005","0.06","1.3","0.004"
"20201228","100","도심권","111155","종로","61","0.007","0.047","0.9","0.004"
"20201228","102","동북권","111154","홍릉로","62","0.005","0.055","0.9","0.004"
"20201228","104","동남권","111278","강남대로","63","0.005","0.048","1.2","0.006"
"20201228","108","입체","111200","마포아트센터","59","0.011","0.073","1.1","0.004"
"20201228","102","동북권","111162","정릉로","66","0.005","0.063","1","0.004"
"20201228","104","동남권","111156","천호대로","80","0.004","0.058","1","0.005"
"20201228","100","도심권","111124","청계천로","61","0.005","0.06","1.1","0.007"
"20201228","999","기타","555552","남산","46","0.015","0.032","1.4","0.003"
"20201228","999","기타","555554","관악산","57","0.026","0.03","0.4","0.003"
"20201227","101","서북권","111202","신촌로","64","0.01","0.048","0.8","0.004"
"20201227","103","서남권","111545","시흥대로","84","0.008","0.054","0.9","0.004"
"20201227","100","도심권","111122","한강대로","73","0.01","0.039","0.8","0.003"
"20201227","999","기타","555554","관악산","51","0.046","0.011","0.3","0.004"
"20201227","102","동북권","111162","정릉로","66","0.008","0.053","0.8","0.004"
"20201227","108","입체","111143","서울숲","70","0.013","0.042","0.6","0.005"
"20201227","103","서남권","111232","영등포로","73","0.008","0.048","0.9","0.004"
"20201227","104","동남권","111156","천호대로","77","0.01","0.043","0.9","0.005"
"20201227","103","서남권","111213","공항대로","69","0.01","0.05","0.8","0.004"
"20201227","999","기타","555555","행주","62","0.015","0.04","1","0.003"
"20201227","999","기타","555553","북한산","60","0.022","0.022","0.6","0.002"
"20201227","999","기타","555550","궁동","64","0.011","0.034","0.8","0.003"
"20201227","100","도심권","111124","청계천로","63","0.009","0.047","0.8","0.006"
"20201227","102","동북권","111276","강변북로","72","0.009","0.039","0.9","0.003"
"20201227","999","기타","555552","남산","58","0.018","0.029","1.3","0.004"
"20201227","102","동북권","111277","화랑로","66","0.007","0.044","0.7","0.003"
"20201227","103","서남권","111242","동작대로","67","0.008","0.05","0.7","0.004"
"20201227","108","입체","111192","자연사박물관","64","0.02","0.032","0.9","0.005"
"20201227","999","기타","555556","세곡","74","0.016","0.032","0.9","0.008"
"20201227","108","입체","111200","마포아트센터","66","0.014","0.067","1","0.004"
"20201227","108","입체","111272","올림픽공원","58","0.014","0.031","1.1","0.004"
"20201227","104","동남권","111278","강남대로","73","0.01","0.038","1.2","0.006"
"20201227","100","도심권","111155","종로","62","0.009","0.042","0.8","0.004"
"20201227","104","동남권","111263","도산대로","71","0.01","0.045","1.1","0.004"
"20201227","102","동북권","111154","홍릉로","58","0.008","0.045","0.8","0.004"
"20201226","108","입체","111272","올림픽공원","50","0.011","0.036","1","0.005"
"20201226","999","기타","555550","궁동","56","0.01","0.034","0.6","0.003"
"20201226","104","동남권","111156","천호대로","60","0.007","0.051","1","0.005"
"20201226","102","동북권","111276","강변북로","58","0.006","0.044","0.9","0.004"
"20201226","103","서남권","111242","동작대로","55","0.005","0.055","0.8","0.004"
"20201226","100","도심권","111122","한강대로","60","0.008","0.044","0.9","0.004"
"20201226","101","서북권","111202","신촌로","58","0.005","0.06","1.1","0.004"
"20201226","100","도심권","111155","종로","48","0.008","0.043","0.8","0.004"
"20201226","108","입체","111200","마포아트센터","54","0.012","0.062","1.1","0.005"
"20201226","999","기타","555552","남산","51","0.019","0.026","1.3","0.004"
"20201226","102","동북권","111162","정릉로","55","0.005","0.064","1","0.004"
"20201226","103","서남권","111232","영등포로","59","0.007","0.051","0.9","0.005"
"20201226","103","서남권","111545","시흥대로","71","0.01","0.047","0.8","0.005"
"20201226","999","기타","555556","세곡","59","0.01","0.039","0.7","0.007"
"20201226","999","기타","555554","관악산","68","0.04","0.012","0.4","0.004"
"20201226","100","도심권","111124","청계천로","50","0.007","0.05","1","0.006"
"20201226","104","동남권","111278","강남대로","64","0.007","0.043","1","0.006"
"20201226","104","동남권","111263","도산대로","61","0.007","0.051","1.2","0.004"
"20201226","102","동북권","111154","홍릉로","51","0.005","0.054","1.2","0.005"
"20201226","103","서남권","111213","공항대로","62","0.01","0.045","0.8","0.004"
"20201226","999","기타","555555","행주","52","0.013","0.041","0.9","0.003"
"20201226","999","기타","555553","북한산","42","0.016","0.027","0.6","0.002"
"20201226","108","입체","111192","자연사박물관","54","0.01","0.044","1.1","0.005"
"20201226","102","동북권","111277","화랑로","59","0.005","0.049","0.7","0.003"
"20201226","108","입체","111143","서울숲","58","0.01","0.047","0.6","0.005"
"20201225","999","기타","555552","남산","22","0.025","0.015","1","0.004"
"20201225","103","서남권","111545","시흥대로","34","0.018","0.027","0.5","0.004"
"20201225","102","동북권","111276","강변북로","29","0.021","0.025","0.6","0.004"
"20201225","102","동북권","111277","화랑로","32","0.014","0.027","0.4","0.003"
"20201225","101","서북권","111202","신촌로","34","0.015","0.036","0.6","0.004"
"20201225","104","동남권","111156","천호대로","31","0.019","0.029","0.5","0.004"
"20201225","999","기타","555553","북한산","19","0.03","0.008","0.4","0.002"
"20201225","999","기타","555550","궁동","28","0.016","0.023","0.4","0.003"
"20201225","999","기타","555555","행주","27","0.023","0.022","0.6","0.003"
"20201225","108","입체","111200","마포아트센터","26","0.026","0.022","0.6","0.005"
"20201225","102","동북권","111162","정릉로","30","0.017","0.033","0.5","0.003"
"20201225","108","입체","111192","자연사박물관","26","0.024","0.02","0.7","0.005"
"20201225","999","기타","555556","세곡","29","0.023","0.023","0.5","0.006"
"20201225","104","동남권","111263","도산대로","30","0.018","0.025","0.6","0.004"
"20201225","103","서남권","111242","동작대로","32","0.015","0.032","0.5","0.003"
"20201225","108","입체","111272","올림픽공원","22","0.026","0.015","0.6","0.005"
"20201225","102","동북권","111154","홍릉로","26","0.017","0.03","0.6","0.005"
"20201225","104","동남권","111278","강남대로","30","0.018","0.026","0.6","0.005"
"20201225","999","기타","555554","관악산","23","0.036","0.007","0.2","0.003"
"20201225","103","서남권","111232","영등포로","30","0.015","0.032","0.5","0.004"
"20201225","100","도심권","111124","청계천로","28","0.021","0.022","0.5","0.004"
"20201225","103","서남권","111213","공항대로","37","0.015","0.031","0.5","0.004"
"20201225","108","입체","111143","서울숲","30","0.025","0.022","0.3","0.004"
"20201225","100","도심권","111155","종로","27","0.023","0.019","0.4","0.003"
"20201225","100","도심권","111122","한강대로","32","0.021","0.022","0.5","0.003"
"20201224","104","동남권","111278","강남대로","68","0.017","0.034","0.8","0.005"
"20201224","108","입체","111143","서울숲","69","0.021","0.041","0.5","0.005"
"20201224","100","도심권","111155","종로","61","0.02","0.028","0.6","0.004"
"20201224","103","서남권","111242","동작대로","62","0.016","0.039","0.6","0.004"
"20201224","101","서북권","111202","신촌로","66","0.012","0.048","0.8","0.004"
"20201224","103","서남권","111545","시흥대로","70","0.018","0.034","0.6","0.005"
"20201224","102","동북권","111162","정릉로","66","0.015","0.043","0.6","0.004"
"20201224","999","기타","555554","관악산","59","0.039","0.014","0.4","0.003"
"20201224","102","동북권","111277","화랑로","71","0.01","0.04","0.6","0.003"
"20201224","108","입체","111192","자연사박물관","63","0.023","0.027","0.8","0.004"
"20201224","104","동남권","111156","천호대로","74","0.016","0.038","0.7","0.004"
"20201224","100","도심권","111124","청계천로","59","0.019","0.035","0.7","0.006"
"20201224","108","입체","111272","올림픽공원","58","0.022","0.025","0.8","0.004"
"20201224","999","기타","555552","남산","55","0.026","0.022","1.1","0.003"
"20201224","999","기타","555550","궁동","62","0.016","0.027","0.5","0.003"
"20201224","102","동북권","111276","강변북로","64","0.014","0.039","0.7","0.003"
"20201224","999","기타","555553","북한산","57","0.033","0.013","0.5","0.002"
"20201224","108","입체","111200","마포아트센터","63","0.024","0.03","0.8","0.005"
"20201224","103","서남권","111232","영등포로","62","0.012","0.04","0.7","0.004"
"20201224","999","기타","555555","행주","58","0.024","0.025","0.7","0.002"
"20201224","104","동남권","111263","도산대로","66","0.017","0.035","0.9","0.004"
"20201224","102","동북권","111154","홍릉로","59","0.013","0.039","0.8","0.005"
"20201224","999","기타","555556","세곡","68","0.02","0.033","0.6","0.006"
"20201224","103","서남권","111213","공항대로","67","0.014","0.043","0.6","0.004"
"20201224","100","도심권","111122","한강대로","70","0.018","0.03","0.7","0.003"
"20201223","100","도심권","111124","청계천로","64","0.008","0.064","1.3","0.008"
"20201223","102","동북권","111162","정릉로","70","0.006","0.07","1","0.004"
"20201223","999","기타","555554","관악산","65","0.054","0.013","0.5","0.004"
"20201223","999","기타","555552","남산","59","0.024","0.032","1.2","0.004"
"20201223","108","입체","111200","마포아트센터","63","0.017","0.053","1.1","0.005"
"20201223","104","동남권","111278","강남대로","68","0.01","0.047","1.1","0.006"
"20201223","101","서북권","111202","신촌로","67","0.005","0.066","1.1","0.004"
"20201223","100","도심권","111155","종로","66","0.009","0.054","1","0.004"
"20201223","108","입체","111143","서울숲","74","0.012","0.05","0.8","0.005"
"20201223","100","도심권","111122","한강대로","77","0.009","0.056","1.1","0.004"
"20201223","103","서남권","111213","공항대로","62","0.011","0.058","0.8","0.004"
"20201223","102","동북권","111154","홍릉로","64","0.005","0.062","1.1","0.005"
"20201223","104","동남권","111263","도산대로","72","0.008","0.06","1.3","0.004"
"20201223","999","기타","555555","행주","62","0.013","0.052","1","0.004"
"20201223","103","서남권","111242","동작대로","69","0.009","0.062","1","0.004"
"20201223","999","기타","555550","궁동","70","0.013","0.037","0.7","0.004"
"20201223","999","기타","555553","북한산","56","0.02","0.031","0.6","0.003"
"20201223","102","동북권","111276","강변북로","68","0.009","0.05","1","0.004"
"20201223","108","입체","111272","올림픽공원","68","0.013","0.042","1.1","0.005"
"20201223","999","기타","555556","세곡","71","0.014","0.041","1","0.008"
"20201223","104","동남권","111156","천호대로","83","0.007","0.058","1","0.005"
"20201223","108","입체","111192","자연사박물관","63","0.016","0.045","1","0.005"
"20201223","102","동북권","111277","화랑로","69","0.006","0.056","0.8","0.004"
"20201223","103","서남권","111232","영등포로","69","0.007","0.06","1.1","0.005"
"20201223","103","서남권","111545","시흥대로","77","0.012","0.062","1","0.005"
"20201222","103","서남권","111545","시흥대로","59","0.008","0.061","0.9","0.005"
"20201222","108","입체","111200","마포아트센터","49","0.011","0.056","1","0.005"
"20201222","108","입체","111272","올림픽공원","49","0.01","0.045","1","0.005"
"20201222","102","동북권","111162","정릉로","53","0.006","0.066","1","0.004"
"20201222","102","동북권","111154","홍릉로","48","0.006","0.058","1","0.005"
"20201222","999","기타","555552","남산","41","0.016","0.034","1.1","0.004"
"20201222","103","서남권","111232","영등포로","53","0.005","0.059","1","0.005"
"20201222","102","동북권","111276","강변북로","52","0.005","0.052","1","0.004"
"20201222","999","기타","555553","북한산","40","0.017","0.028","0.6","0.003"
"20201222","100","도심권","111155","종로","50","0.008","0.05","0.9","0.004"
"20201222","100","도심권","111122","한강대로","58","0.008","0.053","1","0.004"
"20201222","104","동남권","111156","천호대로","59","0.006","0.058","1","0.005"
"20201222","103","서남권","111242","동작대로","51","0.006","0.06","0.9","0.004"
"20201222","999","기타","555554","관악산","33","0.04","0.011","0.3","0.004"
"20201222","102","동북권","111277","화랑로","55","0.004","0.052","0.7","0.004"
"20201222","104","동남권","111278","강남대로","54","0.008","0.047","1.1","0.006"
"20201222","999","기타","555555","행주","48","0.012","0.052","0.9","0.004"
"20201222","999","기타","555550","궁동","50","0.009","0.039","0.7","0.004"
"20201222","108","입체","111192","자연사박물관","49","0.011","0.048","1","0.005"
"20201222","100","도심권","111124","청계천로","49","0.007","0.062","1.2","0.007"
"20201222","108","입체","111143","서울숲","57","0.009","0.049","0.7","0.005"
"20201222","104","동남권","111263","도산대로","54","0.006","0.06","1.2","0.005"
"20201222","101","서북권","111202","신촌로","54","0.005","0.065","1.2","0.004"
"20201222","999","기타","555556","세곡","57","0.01","0.043","0.9","0.008"
"20201222","103","서남권","111213","공항대로","52","0.005","0.062","1","0.005"
"20201221","108","입체","111200","마포아트센터","40","0.007","0.053","0.9","0.005"
"20201221","103","서남권","111213","공항대로","50","0.005","0.057","1","0.005"
"20201221","999","기타","555550","궁동","41","0.006","0.044","0.8","0.003"
"20201221","102","동북권","111154","홍릉로","36","0.004","0.054","0.9","0.005"
"20201221","999","기타","555555","행주","39","0.009","0.045","0.8","0.003"
"20201221","104","동남권","111263","도산대로","43","0.005","0.058","1.1","0.004"
"20201221","102","동북권","111162","정릉로","42","0.004","0.063","0.9","0.004"
"20201221","103","서남권","111545","시흥대로","51","0.004","0.065","0.9","0.005"
"20201221","100","도심권","111122","한강대로","42","0.006","0.048","0.9","0.003"
"20201221","999","기타","555553","북한산","24","0.024","0.015","0.4","0.002"
"20201221","103","서남권","111232","영등포로","44","0.003","0.061","1","0.004"
"20201221","102","동북권","111276","강변북로","39","0.004","0.048","0.9","0.004"
"20201221","999","기타","555552","남산","30","0.01","0.036","1.1","0.003"
"20201221","102","동북권","111277","화랑로","42","0.004","0.051","0","0.003"
"20201221","108","입체","111272","올림픽공원","38","0.007","0.041","0.9","0.005"
"20201221","108","입체","111143","서울숲","45","0.007","0.047","0.6","0.004"
"20201221","999","기타","555556","세곡","46","0.007","0.048","1.1","0.008"
"20201221","103","서남권","111242","동작대로","41","0.004","0.061","0.9","0.004"
"20201221","100","도심권","111124","청계천로","37","0.005","0.054","1","0.005"
"20201221","108","입체","111192","자연사박물관","36","0.01","0.046","0.9","0.005"
"20201221","999","기타","555554","관악산","28","0.033","0.015","0.3","0.003"
"20201221","104","동남권","111156","천호대로","46","0.005","0.055","0.9","0.005"
"20201221","101","서북권","111202","신촌로","39","0.003","0.065","1","0.004"
"20201221","100","도심권","111155","종로","38","0.004","0.05","0.8","0.003"
"20201221","104","동남권","111278","강남대로","43","0.01","0.048","1.1","0.006"
"20201220","999","기타","555555","행주","23","0.024","0.019","0.5","0.003"
"20201220","103","서남권","111545","시흥대로","31","0.015","0.037","0.6","0.005"
"20201220","102","동북권","111162","정릉로","28","0.013","0.039","0.5","0.003"
"20201220","999","기타","555554","관악산","20","0.036","0.008","0.2","0.003"
"20201220","999","기타","555550","궁동","25","0.016","0.023","0.5","0.003"
"20201220","102","동북권","111154","홍릉로","23","0.015","0.03","0.6","0.005"
"20201220","104","동남권","111278","강남대로","27","0.014","0.027","0.6","0.006"
"20201220","100","도심권","111124","청계천로","24","0.019","0.024","0.5","0.004"
"20201220","108","입체","111143","서울숲","30","0.021","0.023","0.3","0.004"
"20201220","101","서북권","111202","신촌로","28","0.015","0.035","0.6","0.004"
"20201220","999","기타","555553","북한산","16","0.028","0.008","0.4","0.003"
"20201220","104","동남권","111156","천호대로","30","0.016","0.03","0.6","0.004"
"20201220","108","입체","111272","올림픽공원","20","0.021","0.018","0.6","0.005"
"20201220","999","기타","555552","남산","21","0.023","0.018","0.9","0.004"
"20201220","103","서남권","111242","동작대로","30","0.012","0.037","0.6","0.004"
"20201220","999","기타","555556","세곡","31","0.017","0.027","0.6","0.007"
"20201220","100","도심권","111155","종로","25","0.021","0.021","0.4","0.003"
"20201220","102","동북권","111276","강변북로","26","0.018","0.025","0.7","0.004"
"20201220","103","서남권","111213","공항대로","30","0.017","0.029","0.5","0.004"
"20201220","108","입체","111200","마포아트센터","22","0.023","0.022","0.6","0.005"
"20201220","103","서남권","111232","영등포로","25","0.017","0.028","0.5","0.004"
"20201220","108","입체","111192","자연사박물관","23","0.024","0.02","0.6","0.005"
"20201220","100","도심권","111122","한강대로","28","0.018","0.026","0.5","0.003"
"20201220","104","동남권","111263","도산대로","30","0.016","0.028","0.6","0.004"
"20201220","102","동북권","111277","화랑로","29","0.011","0.03","0","0.003"
"20201219","104","동남권","111156","천호대로","33","0.015","0.03","0.5","0.004"
"20201219","108","입체","111272","올림픽공원","20","0.022","0.015","0.5","0.005"
"20201219","999","기타","555554","관악산","25","0.024","0.013","0.3","0.003"
"20201219","101","서북권","111202","신촌로","35","0.014","0.032","0.6","0.004"
"20201219","103","서남권","111232","영등포로","27","0.014","0.026","0.5","0.004"
"20201219","108","입체","111143","서울숲","31","0.021","0.018","0.3","0.004"
"20201219","102","동북권","111162","정릉로","28","0.014","0.031","0.4","0.003"
"20201219","100","도심권","111155","종로","24","0.023","0.014","0.4","0.003"
"20201219","100","도심권","111124","청계천로","25","0.02","0.018","0.5","0.004"
"20201219","103","서남권","111545","시흥대로","32","0.015","0.029","0.5","0.004"
"20201219","104","동남권","111263","도산대로","31","0.014","0.025","0.6","0.004"
"20201219","104","동남권","111278","강남대로","35","0.014","0.027","0.5","0.006"
"20201219","108","입체","111192","자연사박물관","23","0.023","0.016","0.5","0.005"
"20201219","999","기타","555550","궁동","26","0.017","0.018","0.4","0.003"
"20201219","103","서남권","111242","동작대로","34","0.011","0.032","0.5","0.003"
"20201219","999","기타","555555","행주","23","0.029","0.009","0.4","0.003"
"20201219","102","동북권","111154","홍릉로","24","0.015","0.026","0.5","0.004"
"20201219","108","입체","111200","마포아트센터","26","0.023","0.016","0.5","0.005"
"20201219","999","기타","555552","남산","22","0.024","0.012","0.8","0.003"
"20201219","100","도심권","111122","한강대로","30","0.019","0.02","0.5","0.003"
"20201219","102","동북권","111276","강변북로","26","0.017","0.022","0.6","0.004"
"20201219","999","기타","555553","북한산","15","0.028","0.006","0.3","0.002"
"20201219","103","서남권","111213","공항대로","33","0.017","0.022","0.4","0.004"
"20201219","999","기타","555556","세곡","33","0.016","0.026","0.4","0.006"
"20201219","102","동북권","111277","화랑로","31","0.012","0.025","0","0.003"
"20201218","108","입체","111143","서울숲","39","0.015","0.03","0.4","0.004"
"20201218","999","기타","555556","세곡","40","0.013","0.034","0.4","0.005"
"20201218","100","도심권","111122","한강대로","38","0.011","0.033","0.6","0.003"
"20201218","100","도심권","111155","종로","33","0.014","0.032","0.5","0.003"
"20201218","108","입체","111200","마포아트센터","34","0.015","0.033","0.6","0.005"
"20201218","999","기타","555552","남산","30","0.014","0.026","0.9","0.003"
"20201218","103","서남권","111232","영등포로","33","0.009","0.037","0.6","0.004"
"20201218","103","서남권","111545","시흥대로","39","0.012","0.042","0.7","0.004"
"20201218","100","도심권","111124","청계천로","32","0.009","0.036","0.7","0.004"
"20201218","104","동남권","111278","강남대로","40","0.009","0.036","0.6","0.006"
"20201218","103","서남권","111213","공항대로","35","0.013","0.036","0.6","0.004"
"20201218","104","동남권","111263","도산대로","39","0.01","0.038","0.7","0.004"
"20201218","999","기타","555553","북한산","27","0.017","0.026","0.5","0.003"
"20201218","108","입체","111272","올림픽공원","27","0.024","0.02","0.5","0.005"
"20201218","108","입체","111192","자연사박물관","32","0.016","0.029","0.6","0.005"
"20201218","104","동남권","111156","천호대로","41","0.01","0.039","0.6","0.004"
"20201218","103","서남권","111242","동작대로","36","0.008","0.044","0.6","0.004"
"20201218","102","동북권","111277","화랑로","40","0.008","0.039","0","0.003"
"20201218","999","기타","555555","행주","32","0.022","0.023","0.7","0.003"
"20201218","102","동북권","111154","홍릉로","31","0.009","0.038","0.6","0.004"
"20201218","999","기타","555554","관악산","31","0.027","0.014","0.3","0.003"
"20201218","102","동북권","111162","정릉로","36","0.009","0.043","0.6","0.004"
"20201218","999","기타","555550","궁동","33","0.015","0.026","0.5","0.004"
"20201218","101","서북권","111202","신촌로","37","0.008","0.044","0.7","0.004"
"20201218","102","동북권","111276","강변북로","36","0.011","0.032","0.7","0.004"
"20201217","100","도심권","111122","한강대로","30","0.009","0.037","0.6","0.003"
"20201217","103","서남권","111213","공항대로","41","0.008","0.041","0.7","0.004"
"20201217","100","도심권","111124","청계천로","30","0.008","0.043","0.8","0.004"
"20201217","104","동남권","111278","강남대로","32","0.007","0.038","0.9","0.006"
"20201217","999","기타","555554","관악산","21","0.028","0.013","0.3","0.003"
"20201217","103","서남권","111545","시흥대로","37","0.008","0.051","0.7","0.004"
"20201217","100","도심권","111155","종로","30","0.009","0.038","0.6","0.003"
"20201217","108","입체","111200","마포아트센터","25","0.013","0.034","0.6","0.005"
"20201217","108","입체","111192","자연사박물관","24","0.012","0.034","0.6","0.004"
"20201217","108","입체","111272","올림픽공원","27","0.011","0.033","0.7","0.004"
"20201217","102","동북권","111276","강변북로","33","0.009","0.037","0.8","0.004"
"20201217","103","서남권","111242","동작대로","32","0.006","0.047","0.6","0.004"
"20201217","101","서북권","111202","신촌로","31","0.007","0.047","0.7","0.004"
"20201217","999","기타","555553","북한산","17","0.021","0.014","0.4","0.002"
"20201217","102","동북권","111277","화랑로","35","0.005","0.044","0","0.003"
"20201217","104","동남권","111263","도산대로","32","0.009","0.038","0.8","0.004"
"20201217","999","기타","555552","남산","22","0.012","0.028","0.8","0.004"
"20201217","999","기타","555556","세곡","32","0.009","0.038","0.6","0.007"
"20201217","999","기타","555555","행주","25","0.016","0.032","1","0.003"
"20201217","104","동남권","111156","천호대로","39","0.008","0.045","0.7","0.004"
"20201217","102","동북권","111162","정릉로","33","0.006","0.051","0.7","0.004"
"20201217","999","기타","555550","궁동","30","0.008","0.032","0.5","0.003"
"20201217","108","입체","111143","서울숲","32","0.011","0.034","0.4","0.004"
"20201217","102","동북권","111154","홍릉로","28","0.007","0.044","0.7","0.004"
